Section	section_id	req_id	Test Availability	Annotation? 	New Req for R?	New CTS for R?	class_def	method	module	Comment(internal) e.g. why a test is not possible 	Comment (external) 	New vs Updated(Q)	CTS Bug Id 	CDD Bug Id	CDD CL	Area	Shortened	Test Level		external version			
3.11.Text-to-Speech	3.11	C-1-1	Test Available				android.speech.tts.cts.TextToSpeechServiceTest android.speech.tts.cts.TextToSpeechTest	android.speech.tts.cts.TextToSpeechServiceTest.* android.speech.tts.cts.TextToSpeechTest.*	CtsSpeechTestCases							Framework (AI/Assistant/Speech)	Framework	2					
	3.11	C-2-1	Test Available										74203864			Framework (AI/Assistant/Speech)	Framework	0.2					
	3.11	H-0-1	Manually Testable Missing Test				android.speech.tts.cts.TextToSpeechServiceTest android.speech.tts.cts.TextToSpeechTest	assertContainsEngine() testGetEnginesIncludesMock()	CtsSpeechTestCases							Framework (AI/Assistant/Speech)	Framework	2					
	3.11	T-1-1	Not testable				android.speech.tts.cts.TextToSpeechServiceTest android.speech.tts.cts.TextToSpeechTest	assertContainsEngine() testGetEnginesIncludesMock()	CtsSpeechTestCases							Framework (AI/Assistant/Speech)	Framework	2					
	3.11	W-0-1	Not testable				android.speech.tts.cts.TextToSpeechServiceTest android.speech.tts.cts.TextToSpeechTest	public void .*	CtsSpeechTestCases							Framework (AI/Assistant/Speech)	Framework	2					
3.12 TV Input Framework	3.12	C-1-1	Manually Testable Missing Test							TV test cases are gated by this feature. No way to  test standalone						Framework(TIF)	Framework	-1					
	3.12	C-1-2	Manually Testable Missing Test				com.android.cts.tv.*	com.android.cts.tv.TvInputManagerHostTest.*	CtsTVtestCases							Framework (Input)	Framework	2					
	3.12	T-0-1	Manually Testable Missing Test				android.media.tv.cts.*	android.media.tv.cts.*	CtsTvTestCases							Framework(TIF)	Framework	1					
3.13 Quick Settings	3.13	C-1-1	Not testable				android.host.systemui.TileServiceTest	testAddTile() testRemoveTile()	CtsSystemUiTestCases							System UI	System UI	2					
	3.13	C-1-2	Not testable				com.android.cts.verifier.qstiles.TileServiceVerifierActivity	com.android.cts.verifier.qstiles.TileServiceVerifierActivity	CtsVerifierQuickSettingsTestCases							System UI	System UI	2					
	3.13	C-1-3	Not testable				com.android.cts.verifier.qstiles.TileServiceVerifierActivity	com.android.cts.verifier.qstiles.TileServiceVerifierActivity	CtsVerifierQuickSettingsTestCases							System UI	System UI	2					
	3.14	A-0-1	Not testable													Framework (UI)	Framework	-1					
	3.14	A-0-2	Not testable									New in Q		123357837	8085986	Framework(UI)	Framework	-1					
	3.14	A-0-3	Test Available									New in Q	140768703	123357837	8085986	Framework(UI)	Framework	0					
	3.14	A-0-4	Test Available									New in Q	140768703	123357837	8085986	Framework(UI)	Framework	0.2					
	3.14	A-0-5	Test Available									New in Q	140768703	123357837	8085986	Framework(UI)	Framework	0.2					
	3.14	A-0-6	Test Available									New in Q	140768703	123357837	8085986	Framework(UI)	Framework	0.2					
	3.14	A-0-7	Test Available									New in Q	140768703	123357837	8085986	Framework(UI)	Framework	0					
	3.14	A-1-1	Test Available									New in Q	140768703	123357837	8085986	System UI	System UI	0					
3.14.Media UI	3.14	C-1-2	Test Available									Updated in Q	139747109	123357837	7429581	Framework (UI)	Framework	-1					
	3.14	C-1-3	Test Available									Updated in Q	139747109	123357837	7429581	Framework (UI)	Framework	-1					
	3.14	C-1-4										Updated in Q	139747109	123357837	7429581	Framework (UI)	Framework	-1					
	3.14	C-1-5	Not testable				android.media.cts.MediaSessionTest	testCallbackOnMediaButtonEvent	CtsMediaTestCases							Media	Media	2					
3.15 Instant Apps	3.15	C-0-1	Test Available				android.appsecurity.cts.EphemeralTest	testInstallPermissionNotGranted() testInstallPermissionGranted()	CtsAppSecurityHostTestCases							Framework(Instant Apps)	Framework	2					
	3.15	C-0-2	Test Available				android.appsecurity.cts.EphemeralTest	testNormalQuery() testNormalStartNormal() testNormalStartEphemeral() testEphemeralQuery() testEphemeralStartNormal() testEphemeralStartExposed0*	CtsAppSecurityHostTestCases							Framework(Instant Apps)	Framework	2					
	3.15	C-0-3	Test Available				android.appsecurity.cts.EphemeralTest	testNormalQuery() testNormalStartNormal() testNormalStartEphemeral() testEphemeralQuery() testEphemeralStartNormal() testExposedSystemActivities() testEphemeralStartExposed0*	CtsAppSecurityHostTestCases							Framework(Instant Apps)	Framework	2					
	3.15	C-0-4	Test Available				android.appsecurity.cts.EphemeralTest	testPackageInfo()	CtsAppSecurityHostTestCases							Framework(Instant Apps)	Framework	2					
	3.15	C-0-5	Test Available				com.android.cts.verifier.instantapps.AppInfoTestActivity	com.android.cts.verifier.instantapps.AppInfoTestActivity	CtsVerifierInstantApps			New in Q	128338329	125919647	7527638	Framework(Instant Apps)	Framework	2					
	3.15	C-0-6	Test Available				com.android.cts.verifier.instantapps.NotificationTestActivity	com.android.cts.verifier.instantapps.NotificationTestActivity	CtsVerifierInstantApps			New in Q	128338329	125919647	7527638	Framework(Instant Apps)	Framework	2					
	3.15	C-0-7	Test Available				com.android.cts.verifier.instantapps.RecentAppsTestActivity	com.android.cts.verifier.instantapps.RecentAppsTestActivity	CtsVerifierInstantApps			New in Q	128338329	125919647	7527638	Framework(Instant Apps)	Framework	2					
	3.15	C-1-1	Test Available																				
3.16 Companion Device Pairing	3.16	C-1-1	Test Available							Cannot be tested standalone. CompanionTests are gated by this flag						Framework(API compatibility)	Framework	-1					
	3.16	C-1-2	Test Available				com.android.cts.verifier.companion.CompanionDeviceTestActivity	com.android.cts.verifier.companion.CompanionDeviceTestActivity.*	CtsVerifierCompanion							Connectivity (Wifi / Telephony / Modem)	Connectivity	2					
	3.16	C-1-3	Test Available				com.android.cts.verifier.companion.CompanionDeviceTestActivity	com.android.cts.verifier.companion.CompanionDeviceTestActivity.*	CtsVerifierCompanion							Connectivity (Wifi / Telephony / Modem)	Connectivity	2					
	3.16	H-1-1	Test Available				com.android.cts.verifier.companion.CompanionDeviceTestActivity	public void.*	CtsVerifierCompanionDeviceTestCase							Connectivity (Wifi / Telephony / Modem)	Connectivity	2					
3.17.HeavyWeight Apps	3.17	C-1-1	Test Available				android.app.cts.ActivityManagerProcessStateTest	testCantSaveStateLaunchAndSwitch	CtsAppTestCases							Framework(Activity/Window Manager)	Framework	2					
	3.17	C-1-2	Test Available				android.app.cts.ActivityManagerProcessStateTest	testCantSaveStateLaunchAndSwitch	CtsAppTestCases	startActivityAndWaitForShow						Framework(Activity/Window Manager)	Framework	2					
	3.17	C-1-3	Test Available				android.app.cts.ActivityManagerProcessStateTest	testCantSaveStateLaunchAndBackground	CtsAppTestCases							Framework(Activity/Window Manager)	Framework	2					
	3.17	C-2-1	Test Missing				android.app.cts.ActivityManagerProcessStateTest	public void .*	CtsAppTestCases							Framework(Activity/Window Manager)	Framework	2					
3.18. Contacts	3.18	C-1-1	Test Available	Yes	Yes	Yes	android.provider.cts.contacts.ContactsContract_RawContactsTest	testRawContactCreate_nullAccountUsesLocalAccount()	CtsContactProviderTestCases														
3.18. Contacts	3.18	C-1-2	Test Available	Yes	Yes	Yes	android.provider.cts.contacts.ContactsContract_RawContactsTest	testRawContactCreate_noAccountUsesLocalAccount()	CtsContactProviderTestCases														
3.18. Contacts	3.18	C-1-3	Test Available	Yes	Yes	Yes	android.provider.cts.contacts.ContactsContract_RawContactsTest	testRawContactCreate_noAccountUsesLocalAccount()	Requirement states that a physical button can fulfill the requirement, this may be manually testable.														
3.18. Contacts	3.18	C-1-4	Test Available	Yes	Yes	Yes	android.provider.cts.contacts.ContactsProvider2_AccountRemovalTest	testAccountRemoval_doesNotDeleteLocalAccountContacts()	CtsContactProviderTestCases														
3.18. Contacts	3.18	C-1-5	Test Available	Yes	Yes	Yes	android.provider.cts.contacts.ContactsContract_RawContactsTest	testRawContactDelete_localDeleteRemovesRecord()	CtsContactProviderTestCases							Security	Security	2					
	3.2.1	A-0-1	Test Available				same as 3.2.1/C-0-1	same as 3.2.1/C-0-1				New in Q	134623137	124333135	7061971	Framework (Privacy)	Framework	1					
3.2.1 Permissions	3.2.1	C-0-1	Test Available				android.appsecurity.cts.PermissionHostTest android.permission.cts.*	public void.*	CtsAppSecurityHostTestCases CtsPermissionTestCases							Security	Security	1					
3.2.2 Build Parameters	3.2.2	C-0-1	Test Available				android.os.cts.BuildTest	testBuildConstants testBuildFingerprint	CtsOsTestCases			Updated in Q		80051029	7189788	Framework(API compatibility)	Framework	2					
	3.2.3.1	A-0-1	Not testable		Yes					The requierment states: 'MUST preload one or more applications or service components with an intent handler...'. The spirit of this is that a valid application starts for all these intents.  A manual test would need a programic component to fire the intent and then a person would need to verify if this app was sufficient to fofill the spirit of the intent. 													
3.2.3.1 Core Application Intents	3.2.3.1	C-0-1	Not testable				android.content.cts.AvailableIntentsTest	public void.*	CtsContentTestCases	Not sure if this verifies that third party apps can ovveride these intents			132176534			Framework(API compatibility)	Framework	1					
2.2.3 Software(HandHeld)	3.2.3.1	H-0-1	Not testable				com.android.cts.documentclient	testOpenSimple testCreateNew testGetContent testTransferDocument testFindDocumentPathInScopedAccess	CtsAppSecurityHostTestCases							Security	Security	2					
	3.2.3.1	H-0-2	Test Available																				
2.3.3 Software-TV	3.2.3.1	T-0-1	Test Available																				
	3.2.3.1	Tab-0-1	Not testable		Yes					The requierment states: 'MUST preload one or more applications or service components with an intent handler...'. The spirit of this is that a valid application starts for all these intents.  A manual test would need a programic component to fire the intent and then a person would need to verify if this app was sufficient to fofill the spirit of the intent. 								-1					
	3.2.3.1	W-0-1	Test Available																				
	3.2.3.2	C-0-1	Test Available										132176534			Framework(API compatibility)	Framework	0					
	3.2.3.2	C-0-2	Test Available										132176534			Framework(API compatibility)	Framework	0					
	3.2.3.2	C-0-3								Requires manual validation. No Settings#action defined Punted to R			136678964			Framework(API compatibility)	Framework	0.2					
	3.2.3.2	C-0-4					android.os.cts.OsHostTests	testIntentFilterHostValidation	CtsOsHostTestCases							Framework(API compatibility)	Framework	2					
	3.2.3.2	C-0-5	Test Available				android.os.cts.OsHostTests	testIntentFilterHostValidation	CtsOsHostTestCases							Framework(API compatibility)	Framework	2					
	3.2.3.2	C-0-6	Test Available							Requires manually validation UI 			136678964			Setup Wizard & Settings	SUW/Settings	0.2					
	3.2.3.2	C-0-7	Test Available							Requires manual validation for all devices			136678964			Setup Wizard & Settings	SUW/Settings	0.2					
	3.2.3.2	C-0-8	Test Available							Requires manual validation for all devices			136678964			Setup Wizard & Settings	SUW/Settings	0.2					
3.2.3.3 Intent Namespaces	3.2.3.3	C-0-1	Test Available				android.signature.cts.intent.IntentTest	shouldNotFindUnexpectedIntents	CtsIntentSignatureTestCases							Framework(API compatibility)	Framework	1					
	3.2.3.3	C-0-2	Test Available				android.signature.cts.Intent.IntentTest	shouldNotFindUnexpectedIntents	CtsIntentSignatureTestCases							Framework(API compatibility)	Framework	2					
	3.2.3.3	C-0-3	Test Available				android.content.cts.AvailableIntentsTest android.systemintentnts.cts.TestsystemIntents android.content.cts.IntentTest android.app.cts.PendingIntentTest	android.content.cts.AvailableIntentsTest.* android.systemintentnts.cts.TestsystemIntents.* android.content.cts.IntentTest.* android.app.cts.PendingIntentTest.*	CtsContentTestCases CtsSystemIntentTestCases CtsAppTestCases							Framework(API compatibility)	Framework	1					
3.2.3.4 Broadcast Intents	3.2.3.4	C-0-1	Test Available				com.android.cts.intent.receiver.OwnerChangedBroadCastTest android.packageinstaller.admin.cts.SessionCommitBroadCastTest android.app.cts.WallpaperManagerTest android.app.cts.backgroundrestrictions.BroadcastsTest android.app.cts.backgroundrestrictions.BroadcastsTest	testOwnerChangedBroadcastReceived testBroadcastNotReceivedForDifferentLauncher wallPaperChangedBroadCastTest testNonSupportedBroadcastsNotDelivered_runtimeReceiver() testNonSupportedBroadcastsNotDelivered_manifestReceiver()	CtsDevicePolicyManagerTestCases CtsAdminPackageInstallerTestCases CtsAppTestCases CtsBackgroundRestrictionsTestCases CtsBackgroundRestrictionsTestCases							Framework(API compatibility)	Framework	1					
3.2.3.5 Default App Settings	3.2.3.5	C-1-1	Test Available				android.systemintents.ctsTestSystemIntents	testSystemIntents()	CtsSystemIntentTestCases							Framework(Settings UI)	Framework	2					
	3.2.3.5	C-12-1	Test Available		Yes		android.content.cts.AvailableIntentsTest	testCamera	CtsContentTestCases														
	3.2.3.5	C-13-1	Test Available		Yes		android.admin.cts.DeviceAdminActivationTest	testActivateBrokenReceiver5Fails	CtsAdminTestCases														
	3.2.3.5	C-13-2	Test Available		Yes		com.android.cts.managedprofile.ProvisioningTest	invokeOnColorsChangedListenerTest_systemOnly()															
	3.2.3.5	C-14-1	Test Available		Yes		android.autofillservice.cts.SettingsIntentTest	testBuilder_throwsException_whenZoomIsNegative()	CtsAutoFillServiceTestCases														
	3.2.3.5	C-15-1	Test Available		Yes		android.content.cts.AvailableIntentsTest	testUsageAccessSettings	CtsContentTestCases														
	3.2.3.5	C-2-1	Test Available				android.content.cts.AvailableIntentsTest	testChangeDefaultSmsApplication	CtsContentTestCases							Framework (UI)	Framework	1					
	3.2.3.5	C-2-2	Test Available				android.content.cts.AvailableIntentsTest	testChangeDefaultDialer	CtsContentTestCases							Framework (UI)	Framework	1					
	3.2.3.5	C-2-3	Test Available				com.android.cts.verifier.telecom.EnablePhoneAccountTestActivity	com.android.cts.verifier.telecom.EnablePhoneAccountTestActivity.*	CtsTelecomTestCases							Framework (UI)	Framework	2					
	3.2.3.5	C-2-4	Test Available				android.telecom.cts.CallRedirectionServiceTest	android.telecom.cts.CallRedirectionServiceTest.*	CtsTelecomTestCases			New in Q	135549460	124124880	7006472	Connectivity (Wifi / Telephony / Modem)	Connectivity	2					
	3.2.3.5	C-2-5	Test Available				android.telecom.cts.CallRedirectionServiceTest	rememberPreviousCallRedirectionApp()	CtsTelecomTestCases			New in Q	135549460	124124880	7006472	Connectivity (Wifi / Telephony / Modem)	Connectivity	2					
	3.2.3.5	C-2-6	Test Missing		Yes		android.content.cts.AvailableIntentsTest	testRequestEnableContentCaptureIntent	CtsContentTestCases														
	3.2.3.5	C-3-1	Test Missing				android.content.cts.AvailableIntentsTest	testTapAndPaySettings	CtsContentTestCases							Framework (UI)	Framework	2					
	3.2.3.5	C-3-2	Test Missing		Yes		android.nfc.cts.NfcPreferredPaymentTest	testAidsForPreferredPaymentService CtsNfcTestCase	CtsNfcTestCase									2					
	3.2.3.5	C-4-1	Test Available				android.content.cts.AvailableIntentsTest	testVoiceInputSettingsIntent	CtsContentTestCases							Framework(Settings UI)	Framework	2					
	3.2.3.5	C-5-1	Test Available		Yes		android.bluetooth.cts.BluetoothLeScanTest	isEnabled 	CtsBluetoothTestCases									2					
	3.2.3.5	C-5-2	Test Available		Yes		android.bluetooth.cts.AdvertiseSettingsTest	testDefaultSettings	CtsBluetoothTestCases									2					
	3.2.3.5	C-6-1	Test Available		Yes		android.app.notification.legacy.cts.ConditionProviderServiceTest	testConstantStateNotSet()	CtsLegacyNotification27TestCases														
	3.2.3.5	C-7-1	Test Available		Yes		android.systemintents.cts.TestSystemIntents	getWindow()	CtsSystemIntentTestCases														
	3.2.3.5	C-8-1	Test Available		Yes		android.content.cts.AvailableIntentsTest	testShowCallAccessibilitySettings	CtsContentTestCases														
	3.2.3.5	C-9-1	Test Available		Yes		android.content.cts.AvailableIntentsTest	testEasyConnectIntent	CtsContentTestCases														
3.2.4 Activitites On Secondary Display	3.2.4	C-1-1	Test Available				android.server.cts.ActivityManagerDisplayTests	testMultiDisplayDisabled	CtsServicesHostTestCases							Framework(Activity/Window Manager)	Framework	2					
	3.2.4	C-1-2	Test Available				android.server.cts.ActivityManagerDisplayTests	public void.*	CtsServicesHostTestCases							Framework(Activity/Window Manager)	Framework	2					
	3.2.4	C-1-3	Test Available				android.server.cts.ActivityManagerDispalyTests	testConsequentLaunchActivity()	CtsServicesHostTestCases							Framework(Activity/Window Manager)	Framework	2					
	3.2.4	C-1-4	Test Available				android.server.cts.ActivityManagerDispalyTests	testContentDestroyedOnDisplayRemoved()	CtsServicesHostTestCases							Framework(Activity/Window Manager)	Framework	2					
	3.2.4	C-1-5	Test Available									New in Q	139317147	124445210	7537140	Framework(Activity/Window Manager)	Framework	0					
	3.2.4	C-3-1	Test Available				android.server.cts.ActivityManagerDispalyTests android.server.wm.MultiDisplayPrivateDisplayTests	testPermissionLaunchFromDifferentApp() testCannotLaunchOnPrivateDisplay	CtsServicesHostTestCases							Framework(Activity/Window Manager)	Framework	2					
3.3.1 Application Binary Interfaces	3.3.1	C-0-1	Test Available				android.jni.cts.*	android.jni.cts.*	CtsJniTestCases							Framework(Activity/Window Manager)	Framework	1					
	3.3.1	C-0-10	Test Available				android.jni.cts.JniStaticTest	testLinkerNameSpaces	CtsJniTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.1	C-0-11	Test Available				android.jni.cts.JniStaticTest	testLinkerNameSpaces	CtsJniTestCases							Framework(Native Compatibility)	Framework	1					
	3.3.1	C-0-12	Test Available				CtsDeqpTests	CtsDeqpTests	CtsDeqpTestCases							Graphics	Graphics	2					
	3.3.1	C-0-2	Test Available				android.jni.cts.JniInstanceTest android.jni.cts.JniCppTest android.jni.cts.JniStaticTest	public void .*	CtsJniTestCases							Framework(API compatibility)	Framework	2					
	3.3.1	C-0-3	Test Available				CtsDeqpTests	CtsDeqpTests	CtsDeqpTestCases							Framework(Native Compatibility)	Framework	1					
	3.3.1	C-0-5	Test Available				android.os.cts.BuildTest	testCpuAbi_valuesMatchPermitted()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.1	C-0-6	Not testable				android.os.cts.BuildTest	testCpuAbi_valuesMatchPermitted()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.1	C-0-7	Test Missing				android.os.cts.CpuFeaturesTest.	testArmCpuinfo()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.1	C-0-8	Test Available				android.jni.cts.JniStaticTest	testLinkerNameSpaces	CtsJniTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.1	C-0-9	Test Missing				android.jni.cts.JniStaticTest	testLinkerNameSpaces	CtsJniTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.2	C-2-1	Test Available				android.os.cts.CpuFeaturesTest	testArmCpuInfo()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.2	C-2-2	Test Available				android.os.cts.CpuInstructionTest	testEmulatedArmCpuFeatures()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.2	C-2-3	Test Available				android.os.cts.CpuFeaturesTest.	testArmCpuinfo()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
3.3.2 32-bit Arm Native Code Compatibility	3.3.2	C-3-1	Test Available				android.os.cts.BuildTest	testCpuAbi_valuesMatchPermitted()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.4.1	A-0-1	Not testable				android.webkit.cts.*	public void.*	CtsWebkitTestCases							Webview	Webview	1					
3.4.1 WebView Compatibility	3.4.1	C-1-1	Not testable							Not Testable standalone. Webview tests are gated by this flag						Webview	Webview	-1					
	3.4.1	C-1-2	Not testable													Webview	Webview	-1					
	3.4.1	C-1-3	Not testable				android.webkit.cts.WebSettingsTest	testUserAgentString_default()	CtsWebkitTestCases	Does not test the full requirement as menti oned in the CDD. Only verifies the WebView Renderer returns null if multiprocess is not enabled			138870530			Webview	Webview	2					
	3.4.1	C-1-4	Not testable				android.webkit.cts.WebViewRendererTest	testGetWebViewRenderer	CtsWebkitTestCases	Does not test the full requirement as menti oned in the CDD. Only verifies the WebView Renderer returns null if multiprocess is not enabled			138870530	32813129		Webview	Webview	1					
	3.4.1	H-0-1	Not testable				android.webkit.cts	android.webkit.cts.*	CtsWebkitTestCases							Webview	Webview	2					
	3.4.1	T-0-1	Test Available				android.webkit.cts.*	public void. *	CtsWebkitTestCases							Webview	Webview	2					
3.4.2 Browser Compatibility	3.4.2	C-1-1	Test Available													Framework(API compatibility)	Framework	-1					
	3.4.2	C-1-2	Test Available													Framework(API compatibility)	Framework	-1					
	3.4.2	C-2-1	Test Available													Framework(API compatibility)	Framework	-1					
	3.4.2	H-0-1	Test Available													Framework(API compatibility)	Framework	-1					
3.5 API Behavioral Comaptibility	3.5	C-0-1	Test Available				android.content.cts.IntentTest	public void .*	CtsContentTestCases							Framework(API compatibility)	Framework	1					
	3.5	C-0-2	Test Available				android.content.cts.ContentProviderTest android.app.cts.ServiceTest	public void .*	CtsContentTestCases CtsAppTestCases							Framework(API compatibility)	Framework	1					
	3.5	C-0-3	Test Available				android.content.cts.IntentTest android.content.cts.AvailableIntentTest	public void .*	CtsContentTestCases							Framework(API compatibility)	Framework	1					
	3.5	C-0-4								No Traction			117427007			Framework(API compatibility)	Framework	0					
	3.5	C-0-5	Test Available							No Traction			117427007			Framework(API compatibility)	Framework	0					
	3.5	C-0-6	Test Available				android.app.cts.backgroundrestrictions.BroadcastsTest	testNonSupportedBroadcastsNotDelivered_runtimeReceiver testNonSupportedBroadcastsNotDelivered_manifestReceiver	CtsBackgroundRestrictionsTestCases							Framework	Framework	1					
	3.5	C-0-7	Not testable				android.app.cts.ActivityManagerProcessStateTest	testBackgroundCheckStopsService()	CtsAppTestCases							Framework(API compatibility)	Framework	2					
	3.5	C-0-8	Test Available				android.os.cts.PowerManagerTests	testCachedProcessReleasesWakeLock()	CtsHostPowerManagerTestApp							Framework(API compatibility)	Framework	2					
	3.5	C-0-9	Other (see comment)				libcore.java.security.ProviderTest	testProviderList()	CtsLibcoreTestCases							Framework(API compatibility)	Framework	2					
3.5.1 Background Restrictions	3.5.1	C-1-1	Other (see comment)																				
	3.5.1	C-1-2	Test Available							Requires manual UI validation. OEMs are free to modify  settings UI						System UI	System UI	0.2					
	3.5.1	C-1-3	Test Available													Framework (AI/Power management)	Framework	-1					
	3.5.1	C-1-4	Test Available													Runtime / Languages / Libraries	Runtime	-1					
	3.5.1	C-1-5	Test Available													Framework(API compatibility)	Framework	-1					
	3.5.1	C-1-6	Not testable				android.app.cts.ActivityManagerTest	testIsBackgroundRestricted	CtsServicesTestCases							Framework(API compatibility)	Framework	2					
	3.5.1	C-1-7	Not testable				android.app.cts.ActivityManagerProcessStateTest	testBackgroundCheckActivityService	CtsServicesTestCases							Framework(API compatibility)	Framework	1					
	3.5.1	C-1-8					android.alarmanager.cts.* android.jobscheduler.cts.JobThrottlingTest	android.alarmmanager.cts.* testJobStoppedWhenRestricted testRestrictedJobStartedWhenUnrestricted testRestrictedJobAllowedWhenUidActive	CtsAlarmManagerTestCases CtsJobSchedulerTestCases				123775223			Framework (AI/Power management)	Framework	1					
	3.5.1	C-1-9					android.app.usage.cts.UsageStatsTest	testOrderedActivityLaunchSequenceInEventLog	CtsUsageStatsTestCases							Framework(API compatibility)	Framework	1					
3.6 API NameSpaces	3.6	C-0-1					android.signature.cts.api.SignatureTest	testSignature()	CtsSignatureTestCases							Framework(API compatibility)	Framework	1					
	3.6	C-0-2					android.signature.cts.api.SignatureTest	testSignature()	CtsSignatureTestCases							Framework(API compatibility)	Framework	1					
	3.6	C-0-3	Test Available				android.signature.cts.api.SignatureTest	testSignature()	CtsSignatureTestCases							Framework(API compatibility)	Framework	1					
	3.6	C-0-4	Test Available													Framework(API compatibility)	Framework	-1					
	3.6	C-0-5	Test Available													Framework(API compatibility)	Framework	-1					
	3.6	C-0-6	Test Available													Framework(API compatibility)	Framework	-1					
3.7.Runtime Compatibility	3.7	C-0-2					android.app.cts.ActivityManagerMemoryClassTest	testGetMemoryClass	CtsAppTestCases			Updated in Q		127714569	7016425	Runtime / Languages / Libraries	Runtime	2					
3.8.1.Launcher(Home Screen)	3.8.1	C-1-1	Test Available				android.server.cts.*	public void .*	CtsServicesHostTestCases							Launcher	Launcher	1					
