"Section"	"section_id"	"req_id"	"key_as_number"	"full_key"	"requirement"	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.1"	"C-1-1"	"05030100.670101"	"5.3.1/C-1-1"	"""C-1-1] MUST support the Main Profile High Level.  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.2"	"C-1-1"	"05030200.670101"	"5.3.2/C-1-1"	"""C-1-1] MUST support Baseline Profile Level 30 and Level 45.  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.3"	"C-1-1"	"05030300.670101"	"5.3.3/C-1-1"	"""C-1-1] MUST support Simple Profile Level 3.  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.4"	"C-1-1"	"05030400.670101"	"5.3.4/C-1-1"	"""C-1-1] MUST support Main Profile Level 3.1 and Baseline Profile. Support for ASO (Arbitrary Slice Ordering), FMO (Flexible Macroblock Ordering) and RS (Redundant Slices) is OPTIONAL. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.4"	"C-1-2"	"05030400.670102"	"5.3.4/C-1-2"	"""C-1-2] MUST be capable of decoding videos with the SD (Standard Definition)     profiles listed in the following table and encoded with the Baseline Profile     and Main Profile Level 3.1 (including 720p30). *   SHOULD be capable of decoding videos with the HD (High Definition) profiles     as indicated in the following table.  If the height that is reported by the `Display.getSupportedModes()` method is equal or greater than the video resolution, device implementations:  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.4"	"C-2-1"	"05030400.670201"	"5.3.4/C-2-1"	"""C-2-1] MUST support the HD 720p video decoding profiles in the following table. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.4"	"C-2-2"	"05030400.670202"	"5.3.4/C-2-2"	"""C-2-2] MUST support the HD 1080p video decoding profiles in the following table.   <table>  <tr>     <th></th>     <th>SD (Low quality)</th>     <th>SD (High quality)</th>     <th>HD 720p</th>     <th>HD 1080p</th>  </tr>  <tr>     <th>Video resolution</th>     <td>320 x 240 px</td>     <td>720 x 480 px</td>     <td>1280 x 720 px</td>     <td>1920 x 1080 px</td>  </tr>  <tr>     <th>Video frame rate</th>     <td>30 fps</td>     <td>30 fps</td>     <td>60 fps</td>     <td>30 fps (60 fps<sup>Television</sup>)</td>  </tr>  <tr>     <th>Video bitrate</th>     <td>800 Kbps </td>     <td>2 Mbps</td>     <td>8 Mbps</td>     <td>20 Mbps</td>  </tr> </table>  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.5"	"C-1-1"	"05030500.670101"	"5.3.5/C-1-1"	"""C-1-1] MUST support the Main Profile Level 3 Main tier and the SD video decoding profiles as indicated in the following table. *   SHOULD support the HD decoding profiles as indicated in the following table. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.5"	"C-1-2"	"05030500.670102"	"5.3.5/C-1-2"	"""C-1-2] MUST support the HD decoding profiles as indicated in the following table if there is a hardware decoder.  If the height that is reported by the `Display.getSupportedModes()` method is equal to or greater than the video resolution, then:  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.5"	"C-2-1"	"05030500.670201"	"5.3.5/C-2-1"	"""C-2-1] Device implementations MUST support at least one of H.265 or VP9 decoding of 720, 1080 and UHD profiles.  <table>  <tr>     <th></th>     <th>SD (Low quality)</th>     <th>SD (High quality)</th>     <th>HD 720p</th>     <th>HD 1080p</th>     <th>UHD</th>  </tr>  <tr>     <th>Video resolution</th>     <td>352 x 288 px</td>     <td>720 x 480 px</td>     <td>1280 x 720 px</td>     <td>1920 x 1080 px</td>     <td>3840 x 2160 px</td>  </tr>  <tr>     <th>Video frame rate</th>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>     <td>30/60 fps (60 fps<sup>Television with H.265 hardware decoding</sup>)</td>     <td>60 fps</td>  </tr>  <tr>     <th>Video bitrate</th>     <td>600 Kbps </td>     <td>1.6 Mbps</td>     <td>4 Mbps</td>     <td>5 Mbps</td>     <td>20 Mbps</td>  </tr> </table>  If device implementations claim to support an HDR Profile through the Media APIs:  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.5"	"C-3-1"	"05030500.670301"	"5.3.5/C-3-1"	"""C-3-1] Device implementations MUST accept the required HDR metadata from the application, as well as support extracting and outputting the required HDR metadata from the bitstream and/or container. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.5"	"C-3-2"	"05030500.670302"	"5.3.5/C-3-2"	"""C-3-2] Device implementations MUST properly display HDR content on the device screen or on a standard video output port (e.g., HDMI).  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.6"	"C-1-1"	"05030600.670101"	"5.3.6/C-1-1"	"""C-1-1] MUST support the SD decoding profiles in the following table. *   SHOULD use a hardware VP8 codec that meets the [requirements](""http://www.webmproject.org/hardware/rtc-coding-requirements/""). *   SHOULD support the HD decoding profiles in the following table.   If the height as reported by the `Display.getSupportedModes()` method is equal or greater than the video resolution, then:  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.6"	"C-2-1"	"05030600.670201"	"5.3.6/C-2-1"	"""C-2-1] Device implementations MUST support 720p profiles in the following table. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.6"	"C-2-2"	"05030600.670202"	"5.3.6/C-2-2"	"""C-2-2] Device implementations MUST support 1080p profiles in the following table.   <table>  <tr>     <th></th>     <th>SD (Low quality)</th>     <th>SD (High quality)</th>     <th>HD 720p</th>     <th>HD 1080p</th>  </tr>  <tr>     <th>Video resolution</th>     <td>320 x 180 px</td>     <td>640 x 360 px</td>     <td>1280 x 720 px</td>     <td>1920 x 1080 px</td>  </tr>  <tr>     <th>Video frame rate</th>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps (60 fps<sup>Television</sup>)</td>     <td>30 (60 fps<sup>Television</sup>)</td>  </tr>  <tr>     <th>Video bitrate</th>     <td>800 Kbps </td>     <td>2 Mbps</td>     <td>8 Mbps</td>     <td>20 Mbps</td>  </tr> </table>   """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.7"	"C-1-1"	"05030700.670101"	"5.3.7/C-1-1"	"""C-1-1] MUST support the SD video decoding profiles as indicated in the following table. *   SHOULD support the HD decoding profiles as indicated in the following table.  If device implementations support VP9 codec and a hardware decoder:  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.7"	"C-2-1"	"05030700.670201"	"5.3.7/C-2-1"	"""C-2-1] MUST support the HD decoding profiles as indicated in the following table.  If the height that is reported by the `Display.getSupportedModes()` method is equal to or greater than the video resolution, then:  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.7"	"C-3-1"	"05030700.670301"	"5.3.7/C-3-1"	"""C-3-1] Device implementations MUST support at least one of VP9 or H.265 decoding of the 720, 1080 and UHD profiles.  <table>  <tr>     <th></th>     <th>SD (Low quality)</th>     <th>SD (High quality)</th>     <th>HD 720p</th>     <th>HD 1080p</th>     <th>UHD</th>  </tr>  <tr>     <th>Video resolution</th>     <td>320 x 180 px</td>     <td>640 x 360 px</td>     <td>1280 x 720 px</td>     <td>1920 x 1080 px</td>     <td>3840 x 2160 px</td>  </tr>  <tr>     <th>Video frame rate</th>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps</td>     <td>30 fps (60 fps<sup>Television with VP9 hardware decoding</sup>)</td>     <td>60 fps</td>  </tr>  <tr>     <th>Video bitrate</th>     <td>600 Kbps</td>     <td>1.6 Mbps</td>     <td>4 Mbps</td>     <td>5 Mbps</td>     <td>20 Mbps</td>  </tr> </table>  If device implementations claim to support `VP9Profile2` or `VP9Profile3` through the ['CodecProfileLevel']( https://developer.android.com/reference/android/media/MediaCodecInfo.CodecProfileLevel) media APIs:  *   Support for 12-bit format is OPTIONAL.  If device implementations claim to support an HDR Profile (`VP9Profile2HDR`, `VP9Profile2HDR10Plus`, `VP9Profile3HDR`, `VP9Profile3HDR10Plus`) through the media APIs:  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.7"	"C-4-1"	"05030700.670401"	"5.3.7/C-4-1"	"""C-4-1] Device implementations MUST accept the required HDR metadata ([`KEY_HDR_STATIC_INFO`]( https://developer.android.com/reference/android/media/MediaFormat.html#KEY_HDR_STATIC_INFO) for all HDR profiles, as well as ['KEY_HDR10_PLUS_INFO']( https://developer.android.com/reference/android/media/MediaFormat.html#KEY_HDR10_PLUS_INFO) for HDR10Plus profiles) from the application. They also MUST support extracting and outputting the required HDR metadata from the bitstream and/or container. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.7"	"C-4-2"	"05030700.670402"	"5.3.7/C-4-2"	"""C-4-2] Device implementations MUST properly display HDR content on the device screen or on a standard video output port (e.g., HDMI).   """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.8"	"C-1-1"	"05030800.670101"	"5.3.8/C-1-1"	"""C-1-1] MUST provide a Dolby Vision-capable extractor. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.8"	"C-1-2"	"05030800.670102"	"5.3.8/C-1-2"	"""C-1-2] MUST properly display Dolby Vision content on the device screen or on a standard video output port (e.g., HDMI). """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.8"	"C-1-3"	"05030800.670103"	"5.3.8/C-1-3"	"""C-1-3] MUST set the track index of backward-compatible base-layer(s) (if present) to be the same as the combined Dolby Vision layer's track index.  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.3.9"	"C-1-1"	"05030900.670101"	"5.3.9/C-1-1"	"""C-1-1] MUST support Profile 0 including 10-bit content. """	""	""	""	""	""	""	""	""	""	""	""
"5_5_audio-playback"	"5.5"	""	"05050000.48"	"5.5"	"""## 5.5\. Audio Playback  Android includes the support to allow apps to playback audio through the audio output peripheral as defined in section 7.8.2.  ### 5.5.1\. Raw Audio Playback  If device implementations declare `android.hardware.audio.output`, they:  *   [C-1-1] MUST allow playback of raw audio content with the following characteristics:       *   **Source formats**: Linear PCM, 16-bit, 8-bit, float      *   **Channels**: Mono, Stereo, valid multichannel configurations             with up to 8 channels      *   **Sampling rates (in Hz)**:           * 8000, 11025, 16000, 22050, 32000, 44100, 48000 at the channel               configurations listed above           * 96000 in mono and stereo  *   SHOULD allow playback of raw audio content with the following characteristics:       *   **Sampling rates**: 24000, 48000  ### 5.5.2\. Audio Effects  Android provides an [API for audio effects]( http://developer.android.com/reference/android/media/audiofx/AudioEffect.html) for device implementations.  If device implementations declare the feature `android.hardware.audio.output`, they:  *   [C-1-1] MUST support the `EFFECT_TYPE_EQUALIZER` and `EFFECT_TYPE_LOUDNESS_ENHANCER` implementations controllable through the AudioEffect subclasses `Equalizer` and `LoudnessEnhancer`. *   [C-1-2] MUST support the visualizer API implementation, controllable through the `Visualizer` class. *   [C-1-3] MUST support the `EFFECT_TYPE_DYNAMICS_PROCESSING` implementation controllable through the AudioEffect subclass [`DynamicsProcessing`](https://developer.android.com/reference/android/media/audiofx/DynamicsProcessing). *   SHOULD support the `EFFECT_TYPE_BASS_BOOST`, `EFFECT_TYPE_ENV_REVERB`, `EFFECT_TYPE_PRESET_REVERB`, and `EFFECT_TYPE_VIRTUALIZER` implementations controllable through the `AudioEffect` sub-classes `BassBoost`, `EnvironmentalReverb`, `PresetReverb`, and `Virtualizer`. *  [C-SR] Are STRONGLY RECOMMENDED to support effects in floating-point and multichannel.  ### 5.5.3\. Audio Output Volume  Automotive device implementations:  *   SHOULD allow adjusting audio volume separately per each audio stream using the content type or usage as defined by [AudioAttributes](""http://developer.android.com/reference/android/media/AudioAttributes.html"") and car audio usage as publicly defined in `android.car.CarAudioManager`. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.5.1"	"C-1-1"	"05050100.670101"	"5.5.1/C-1-1"	"""C-1-1] MUST allow playback of raw audio content with the following characteristics:       *   **Source formats**: Linear PCM, 16-bit, 8-bit, float      *   **Channels**: Mono, Stereo, valid multichannel configurations             with up to 8 channels      *   **Sampling rates (in Hz)**:           * 8000, 11025, 16000, 22050, 32000, 44100, 48000 at the channel               configurations listed above           * 96000 in mono and stereo  *   SHOULD allow playback of raw audio content with the following characteristics:       *   **Sampling rates**: 24000, 48000  """	""	""	""	""	""	""	""	""	""	""	""
""	"5.5.2"	"C-1-1"	"05050200.670101"	"5.5.2/C-1-1"	"""C-1-1] MUST support the `EFFECT_TYPE_EQUALIZER` and `EFFECT_TYPE_LOUDNESS_ENHANCER` implementations controllable through the AudioEffect subclasses `Equalizer` and `LoudnessEnhancer`. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.5.2"	"C-1-2"	"05050200.670102"	"5.5.2/C-1-2"	"""C-1-2] MUST support the visualizer API implementation, controllable through the `Visualizer` class. """	""	""	""	""	""	""	""	""	""	""	""
""	"5.5.2"	"C-1-3"	"05050200.670103"	"5.5.2/C-1-3"	"""C-1-3] MUST support the `EFFECT_TYPE_DYNAMICS_PROCESSING` implementation controllable through the AudioEffect subclass [`DynamicsProcessing`](https://developer.android.com/reference/android/media/audiofx/DynamicsProcessing). *   SHOULD support the `EFFECT_TYPE_BASS_BOOST`, `EFFECT_TYPE_ENV_REVERB`, `EFFECT_TYPE_PRESET_REVERB`, and `EFFECT_TYPE_VIRTUALIZER` implementations controllable through the `AudioEffect` sub-classes `BassBoost`, `EnvironmentalReverb`, `PresetReverb`, and `Virtualizer`. """	""	""	""	""	""	""	""	""	""	""	""
"5_0_intro"	"5.0"	""	"05000000.48"	"5.0"	"""# 5\. Multimedia Compatibility  Device implementations:  *   [C-0-1] MUST support the media formats, encoders, decoders, file types,     and container formats defined in [section 5.1](#5_1_media-codecs.md)     for each and every codec declared by `MediaCodecList`. *   [C-0-2] MUST declare and report support of the encoders, decoders available     to third-party applications via [`MediaCodecList`](     http://developer.android.com/reference/android/media/MediaCodecList.html). *   [C-0-3] MUST be able to properly decode and make available to third-party     apps all the formats it can encode. This includes all bitstreams that its     encoders generate and the profiles reported in its [`CamcorderProfile`](     http://developer.android.com/reference/android/media/CamcorderProfile.html).  Device implementations:  *   SHOULD aim for minimum codec latency, in others words, they     *   SHOULD NOT consume and store input buffers and return input buffers only     once processed.     *   SHOULD NOT hold onto decoded buffers for longer than as specified by the     standard (e.g. SPS).     *   SHOULD NOT hold onto encoded buffers longer than required by the GOP     structure.  All of the codecs listed in the section below are provided as software implementations in the preferred Android implementation from the Android Open Source Project.  Please note that neither Google nor the Open Handset Alliance make any representation that these codecs are free from third-party patents. Those intending to use this source code in hardware or software products are advised that implementations of this code, including in open source software or shareware, may require patent licenses from the relevant patent holders. """	""	""	""	""	""	""	""	""	""	""	""
"5_multimedia"	"5"	"C-0-1"	"05000000.670001"	"5/C-0-1"	"""C-0-1] MUST support the media formats, encoders, decoders, file types,     and container formats defined in [section 5.1     for each and every codec declared by `MediaCodecList`. """	""	""	""	""	""	""	""	""	""	""	""
"5_multimedia"	"5"	"C-0-2"	"05000000.670002"	"5/C-0-2"	"""C-0-2] MUST declare and report support of the encoders, decoders available     to third-party applications via [`MediaCodecList`](     http://developer.android.com/reference/android/media/MediaCodecList.html). """	""	""	""	""	""	""	""	""	""	""	""
"5_multimedia"	"5"	"C-0-3"	"05000000.670003"	"5/C-0-3"	"""C-0-3] MUST be able to properly decode and make available to third-party     apps all the formats it can encode. This includes all bitstreams that its     encoders generate and the profiles reported in its [`CamcorderProfile`](     http://developer.android.com/reference/android/media/CamcorderProfile.html).  Device implementations:  *   SHOULD aim for minimum codec latency, in others words, they     *   SHOULD NOT consume and store input buffers and return input buffers only     once processed.     *   SHOULD NOT hold onto decoded buffers for longer than as specified by the     standard (e.g. SPS).     *   SHOULD NOT hold onto encoded buffers longer than required by the GOP     structure.  All of the codecs listed in the section below are provided as software implementations in the preferred Android implementation from the Android Open Source Project.  Please note that neither Google nor the Open Handset Alliance make any representation that these codecs are free from third-party patents. Those intending to use this source code in hardware or software products are advised that implementations of this code, including in open source software or shareware, may require patent licenses from the relevant patent holders. """	""	""	""	""	""	""	""	""	""	""	""
"5_7_network-protocols"	"5.7"	""	"05070000.48"	"5.7"	"""## 5.7\. Network Protocols  Device implementations MUST support the [media network protocols]( http://developer.android.com/guide/appendix/media-formats.html) for audio and video playback as specified in the Android SDK documentation.  If device implementations include an audio or a video decoder, they:  *    [C-1-1] MUST support all required codecs and container formats in [section 5.1](#5_1_media_codecs) over HTTP(S).  *    [C-1-2] MUST support the media segment formats shown in the Media Segment Formats table below over [HTTP Live Streaming draft protocol, Version 7]( http://tools.ietf.org/html/draft-pantos-http-live-streaming-07).  *    [C-1-3] MUST support the following RTP audio video profile and related codecs in the RTSP table below. For exceptions please see the table footnotes in [section 5.1](#5_1_media_codecs).  **Media Segment Formats**  <table>   <tr>     <th>Segment formats</th>     <th>Reference(s)</th>     <th>Required codec support</th>  </tr>   <tr id=""mp2t"">     <td>MPEG-2 Transport Stream</td>     <td><a href=""http://www.iso.org/iso/catalogue_detail?csnumber=44169"">ISO 13818</a></td>     <td>     Video codecs:     <ul>     <li class=""table_list"">H264 AVC</li>     <li class=""table_list"">MPEG-4 SP</li>     <li class=""table_list"">MPEG-2</li>     </ul>     See <a href=""#5_1_3_video_codecs"">section 5.1.3</a> for details on H264 AVC, MPEG2-4 SP,<br/>     and MPEG-2.     <p>Audio codecs:     <ul>     <li class=""table_list"">AAC</li>     </ul>     See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a> for details on AAC and its variants.     </td>  </tr>   <tr>     <td>AAC with ADTS framing and ID3 tags</td>     <td><a href=""http://www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=43345"">ISO 13818-7</a></td>     <td>See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a>     for details on AAC and its variants</td>  </tr>   <tr>     <td>WebVTT</td>     <td><a href=""http://dev.w3.org/html5/webvtt/"">WebVTT</a></td>     <td></td>  </tr>  </table>  **RTSP (RTP, SDP)**  <table>  <tr>     <th>Profile name</th>     <th>Reference(s)</th>     <th>Required codec support</th>  </tr>   <tr>     <td>H264 AVC</td>     <td><a href=""https://tools.ietf.org/html/rfc6184"">RFC 6184</a></td>     <td>See <a href=""#5_1_3_video_codecs"">section 5.1.3 </a>     for details on H264 AVC</td>  </tr>   <tr>     <td>MP4A-LATM</td>     <td><a href=""https://tools.ietf.org/html/rfc6416"">RFC 6416</a></td>     <td>See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a>     for details on AAC and its variants</td>  </tr>   <tr>     <td>H263-1998</td>     <td>     <a href=""https://tools.ietf.org/html/rfc3551"">RFC 3551</a><br/>     <a href=""https://tools.ietf.org/html/rfc4629"">RFC 4629</a><br/>     <a href=""https://tools.ietf.org/html/rfc2190"">RFC 2190</a>     </td>     <td>See <a href=""#5_1_3_video_codecs"">section 5.1.3 </a>     for details on H263     </td>  </tr>   <tr>     <td>H263-2000</td>     <td>     <a href=""https://tools.ietf.org/html/rfc4629"">RFC 4629</a>     </td>     <td>See <a href=""#5_1_3_video_codecs"">section 5.1.3 </a>     for details on H263     </td>  </tr>   <tr>     <td>AMR</td>     <td>     <a href=""https://tools.ietf.org/html/rfc4867"">RFC 4867</a>     </td>     <td>See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a>     for details on AMR-NB     </td>  </tr>   <tr>     <td>AMR-WB</td>     <td>     <a href=""https://tools.ietf.org/html/rfc4867"">RFC 4867</a>     </td>     <td>See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a>     for details on AMR-WB     </td>  </tr>   <tr>     <td>MP4V-ES</td>     <td>     <a href=""https://tools.ietf.org/html/rfc6416"">RFC 6416</a>     </td>     <td>See <a href=""#5_1_3_video_codecs"">section 5.1.3 </a>     for details on MPEG-4 SP     </td>  </tr>   <tr>     <td>mpeg4-generic</td>     <td><a href=""https://tools.ietf.org/html/rfc3640"">RFC 3640</a></td>     <td>See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a>     for details on AAC and its variants</td>  </tr>   <tr>     <td>MP2T</td>     <td><a href=""https://tools.ietf.org/html/rfc2250"">RFC 2250</a></td>     <td>See <a href=""#mp2t"">MPEG-2 Transport Stream</a> underneath HTTP Live Streaming for details</td>  </tr>  </table> """	""	""	""	""	""	""	""	""	""	""	""
"5_7_network-protocols"	"5.7"	"C-1-1"	"05070000.670101"	"5.7/C-1-1"	"""C-1-1] MUST support all required codecs and container formats in [section 5.1 over HTTP(S).  """	""	""	""	""	""	""	""	""	""	""	""
"5_7_network-protocols"	"5.7"	"C-1-2"	"05070000.670102"	"5.7/C-1-2"	"""C-1-2] MUST support the media segment formats shown in the Media Segment Formats table below over [HTTP Live Streaming draft protocol, Version 7]( http://tools.ietf.org/html/draft-pantos-http-live-streaming-07).  """	""	""	""	""	""	""	""	""	""	""	""
"5_7_network-protocols"	"5.7"	"C-1-3"	"05070000.670103"	"5.7/C-1-3"	"""C-1-3] MUST support the following RTP audio video profile and related codecs in the RTSP table below. For exceptions please see the table footnotes in [section 5.1.  **Media Segment Formats**  <table>   <tr>     <th>Segment formats</th>     <th>Reference(s)</th>     <th>Required codec support</th>  </tr>   <tr id=""mp2t"">     <td>MPEG-2 Transport Stream</td>     <td><a href=""http://www.iso.org/iso/catalogue_detail?csnumber=44169"">ISO 13818</a></td>     <td>     Video codecs:     <ul>     <li class=""table_list"">H264 AVC</li>     <li class=""table_list"">MPEG-4 SP</li>     <li class=""table_list"">MPEG-2</li>     </ul>     See <a href=""#5_1_3_video_codecs"">section 5.1.3</a> for details on H264 AVC, MPEG2-4 SP,<br/>     and MPEG-2.     <p>Audio codecs:     <ul>     <li class=""table_list"">AAC</li>     </ul>     See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a> for details on AAC and its variants.     </td>  </tr>   <tr>     <td>AAC with ADTS framing and ID3 tags</td>     <td><a href=""http://www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=43345"">ISO 13818-7</a></td>     <td>See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a>     for details on AAC and its variants</td>  </tr>   <tr>     <td>WebVTT</td>     <td><a href=""http://dev.w3.org/html5/webvtt/"">WebVTT</a></td>     <td></td>  </tr>  </table>  **RTSP (RTP, SDP)**  <table>  <tr>     <th>Profile name</th>     <th>Reference(s)</th>     <th>Required codec support</th>  </tr>   <tr>     <td>H264 AVC</td>     <td><a href=""https://tools.ietf.org/html/rfc6184"">RFC 6184</a></td>     <td>See <a href=""#5_1_3_video_codecs"">section 5.1.3 </a>     for details on H264 AVC</td>  </tr>   <tr>     <td>MP4A-LATM</td>     <td><a href=""https://tools.ietf.org/html/rfc6416"">RFC 6416</a></td>     <td>See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a>     for details on AAC and its variants</td>  </tr>   <tr>     <td>H263-1998</td>     <td>     <a href=""https://tools.ietf.org/html/rfc3551"">RFC 3551</a><br/>     <a href=""https://tools.ietf.org/html/rfc4629"">RFC 4629</a><br/>     <a href=""https://tools.ietf.org/html/rfc2190"">RFC 2190</a>     </td>     <td>See <a href=""#5_1_3_video_codecs"">section 5.1.3 </a>     for details on H263     </td>  </tr>   <tr>     <td>H263-2000</td>     <td>     <a href=""https://tools.ietf.org/html/rfc4629"">RFC 4629</a>     </td>     <td>See <a href=""#5_1_3_video_codecs"">section 5.1.3 </a>     for details on H263     </td>  </tr>   <tr>     <td>AMR</td>     <td>     <a href=""https://tools.ietf.org/html/rfc4867"">RFC 4867</a>     </td>     <td>See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a>     for details on AMR-NB     </td>  </tr>   <tr>     <td>AMR-WB</td>     <td>     <a href=""https://tools.ietf.org/html/rfc4867"">RFC 4867</a>     </td>     <td>See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a>     for details on AMR-WB     </td>  </tr>   <tr>     <td>MP4V-ES</td>     <td>     <a href=""https://tools.ietf.org/html/rfc6416"">RFC 6416</a>     </td>     <td>See <a href=""#5_1_3_video_codecs"">section 5.1.3 </a>     for details on MPEG-4 SP     </td>  </tr>   <tr>     <td>mpeg4-generic</td>     <td><a href=""https://tools.ietf.org/html/rfc3640"">RFC 3640</a></td>     <td>See <a href=""#5_1_1_audio_codecs"">section 5.1.1 </a>     for details on AAC and its variants</td>  </tr>   <tr>     <td>MP2T</td>     <td><a href=""https://tools.ietf.org/html/rfc2250"">RFC 2250</a></td>     <td>See <a href=""#mp2t"">MPEG-2 Transport Stream</a> underneath HTTP Live Streaming for details</td>  </tr>  </table> """	""	""	""	""	""	""	""	""	""	""	""
