"Section"	"section_id"	"req_id"	"full_key"	"manual_search_terms"	"requirement"	"Test Availability"	"class_def"	"method"	"module"	"matched_terms"	"methods_string"	"file_name"	"Comment(internal) e.g. why a test is not possible"	"CTS Bug Id"	"Test Level"
"2.2.5  . Security Model"	"9.8.2"	"H-5-1"	"9.8.2/H-5-1"	"display UI view camera indicator app  accessing live camera data  accessed app(s) holding  role section 9.1  CDD identifier"	"""[9.8.2/H-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in section 9.1 with CDD identifier [C-4-X]. """	""	"android.content.pm.cts.shortcuthost.ShortcutManagerBackupTest"	"testBackupAndRestore_backupWasDisabled"	"CtsShortcutHostTestCases"	"3: app(s) apps app"	"public void testBackupAndRestore_backupWasDisabled() throws Exception {
        if (!mSupportsBackup) {
            return;
        }
        dumpsys(""Test start"");

        // First, publish shortcuts from ""nobackup"" version.

        installAppAsUser(PUBLISHER4_NEW_NOBACKUP_APK, getPrimaryUserId());
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());
        runDeviceTestsAsUser(LAUNCHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());

        dumpsys(""Before backup"");

        // Backup
        doBackup();

        // Uninstall all apps
        uninstallPackageAndWaitUntilBroadcastsDrain(LAUNCHER4_PKG);
        uninstallPackageAndWaitUntilBroadcastsDrain(PUBLISHER4_PKG);

        // Make sure the shortcut service handled all the uninstall broadcasts.
        waitUntilPackagesGone();

        // Do it one more time just in case...
        waitUntilBroadcastsDrain();

        // Then restore
        doRestore();

        dumpsys(""After restore"");

        // Install the ""backup-ok"" version. But restoration is limited.
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());
        installAppAsUser(PUBLISHER4_NEW_APK, getPrimaryUserId());
        waitUntilBroadcastsDrain();

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPostBackupTest"",
                ""testBackupDisabled"",
                getPrimaryUserId());
    }"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/hostside/src/android/content/pm/cts/shortcuthost/ShortcutManagerBackupTest.java"	""	""	""
"2.2.5  . Security Model"	"9.8.2"	"H-5-1"	"9.8.2/H-5-1"	"display UI view camera indicator app  accessing live camera data  accessed app(s) holding  role section 9.1  CDD identifier"	"""[9.8.2/H-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in section 9.1 with CDD identifier [C-4-X]. """	""	"android.content.pm.cts.shortcuthost.ShortcutManagerBackupTest"	"testBackupAndRestore_backupIsDisabled"	"CtsShortcutHostTestCases"	"3: app(s) apps app"	"public void testBackupAndRestore_backupIsDisabled() throws Exception {
        if (!mSupportsBackup) {
            return;
        }
        dumpsys(""Test start"");

        // First, publish shortcuts from backup-ok version.

        installAppAsUser(PUBLISHER4_NEW_APK, getPrimaryUserId());
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());
        runDeviceTestsAsUser(LAUNCHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());

        dumpsys(""Before backup"");

        // Backup
        doBackup();

        // Uninstall all apps
        uninstallPackageAndWaitUntilBroadcastsDrain(LAUNCHER4_PKG);
        uninstallPackageAndWaitUntilBroadcastsDrain(PUBLISHER4_PKG);

        // Make sure the shortcut service handled all the uninstall broadcasts.
        waitUntilPackagesGone();

        // Do it one more time just in case...
        waitUntilBroadcastsDrain();

        // Then restore
        doRestore();

        dumpsys(""After restore"");

        // Install the nobackup version. Restoration is limited.
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());
        installAppAsUser(PUBLISHER4_NEW_NOBACKUP_APK, getPrimaryUserId());
        waitUntilBroadcastsDrain();

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPostBackupTest"",
                ""testBackupDisabled"",
                getPrimaryUserId());
    }"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/hostside/src/android/content/pm/cts/shortcuthost/ShortcutManagerBackupTest.java"	""	""	""
"2.2.5  . Security Model"	"9.8.2"	"H-5-1"	"9.8.2/H-5-1"	"display UI view camera indicator app  accessing live camera data  accessed app(s) holding  role section 9.1  CDD identifier"	"""[9.8.2/H-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in section 9.1 with CDD identifier [C-4-X]. """	""	"android.content.pm.cts.shortcuthost.ShortcutManagerBackupTest"	"testBackupAndRestore_wrongKey"	"CtsShortcutHostTestCases"	"3: app(s) apps app"	"public void testBackupAndRestore_wrongKey() throws Exception {
        if (!mSupportsBackup) {
            return;
        }
        dumpsys(""Test start"");

        // First, publish shortcuts from backup-ok version.

        installAppAsUser(PUBLISHER4_NEW_APK, getPrimaryUserId());
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());
        runDeviceTestsAsUser(LAUNCHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());

        dumpsys(""Before backup"");

        // Backup
        doBackup();

        // Uninstall all apps
        uninstallPackageAndWaitUntilBroadcastsDrain(LAUNCHER4_PKG);
        uninstallPackageAndWaitUntilBroadcastsDrain(PUBLISHER4_PKG);

        // Make sure the shortcut service handled all the uninstall broadcasts.
        waitUntilPackagesGone();

        // Do it one more time just in case...
        waitUntilBroadcastsDrain();

        // Then restore
        doRestore();

        dumpsys(""After restore"");

        // Install the nobackup version. Restoration is limited.
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());
        installAppAsUser(PUBLISHER4_NEW_WRONGKEY_APK, getPrimaryUserId());
        waitUntilBroadcastsDrain();

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPostBackupTest"",
                ""testRestoreWrongKey"",
                getPrimaryUserId());

        runDeviceTestsAsUser(LAUNCHER4_PKG, "".ShortcutManagerPostBackupTest"",
                ""testRestoreWrongKey"",
                getPrimaryUserId());
    }"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/hostside/src/android/content/pm/cts/shortcuthost/ShortcutManagerBackupTest.java"	""	""	""
"2.2.5  . Security Model"	"9.8.2"	"H-5-1"	"9.8.2/H-5-1"	"display UI view camera indicator app  accessing live camera data  accessed app(s) holding  role section 9.1  CDD identifier"	"""[9.8.2/H-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in section 9.1 with CDD identifier [C-4-X]. """	""	"android.content.pm.cts.shortcuthost.ShortcutManagerBackupTest"	"testBackupAndRestore_noManifestOnOldVersion"	"CtsShortcutHostTestCases"	"3: app(s) apps app"	"public void testBackupAndRestore_noManifestOnOldVersion() throws Exception {
        if (!mSupportsBackup) {
            return;
        }
        dumpsys(""Test start"");

        // First, publish shortcuts from backup-ok version.

        installAppAsUser(PUBLISHER4_NEW_APK, getPrimaryUserId());
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());
        runDeviceTestsAsUser(LAUNCHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());

        dumpsys(""Before backup"");

        // Backup
        doBackup();

        // Uninstall all apps
        uninstallPackageAndWaitUntilBroadcastsDrain(LAUNCHER4_PKG);
        uninstallPackageAndWaitUntilBroadcastsDrain(PUBLISHER4_PKG);

        // Make sure the shortcut service handled all the uninstall broadcasts.
        waitUntilPackagesGone();

        // Do it one more time just in case...
        waitUntilBroadcastsDrain();

        // Then restore
        doRestore();

        dumpsys(""After restore"");

        // Install the nobackup version. Restoration is limited.
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());
        installAppAsUser(PUBLISHER4_OLD_NO_MANIFST_APK, getPrimaryUserId());
        waitUntilBroadcastsDrain();

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPostBackupTest"",
                ""testRestoreNoManifestOnOldVersion"",
                getPrimaryUserId());

        runDeviceTestsAsUser(LAUNCHER4_PKG, "".ShortcutManagerPostBackupTest"",
                ""testRestoreNoManifestOnOldVersion"",
                getPrimaryUserId());
    }"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/hostside/src/android/content/pm/cts/shortcuthost/ShortcutManagerBackupTest.java"	""	""	""
"2.2.5  . Security Model"	"9.8.2"	"H-5-1"	"9.8.2/H-5-1"	"display UI view camera indicator app  accessing live camera data  accessed app(s) holding  role section 9.1  CDD identifier"	"""[9.8.2/H-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in section 9.1 with CDD identifier [C-4-X]. """	""	"android.content.pm.cts.shortcuthost.ShortcutManagerBackupTest"	"testBackupAndRestore_noManifestOnNewVersion"	"CtsShortcutHostTestCases"	"3: app(s) apps app"	"public void testBackupAndRestore_noManifestOnNewVersion() throws Exception {
        if (!mSupportsBackup) {
            return;
        }
        dumpsys(""Test start"");

        // First, publish shortcuts from backup-ok version.

        installAppAsUser(PUBLISHER4_NEW_APK, getPrimaryUserId());
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());
        runDeviceTestsAsUser(LAUNCHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());

        dumpsys(""Before backup"");

        // Backup
        doBackup();

        // Uninstall all apps
        uninstallPackageAndWaitUntilBroadcastsDrain(LAUNCHER4_PKG);
        uninstallPackageAndWaitUntilBroadcastsDrain(PUBLISHER4_PKG);

        // Make sure the shortcut service handled all the uninstall broadcasts.
        waitUntilPackagesGone();

        // Do it one more time just in case...
        waitUntilBroadcastsDrain();

        // Then restore
        doRestore();

        dumpsys(""After restore"");

        // Install the nobackup version. Restoration is limited.
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());
        installAppAsUser(PUBLISHER4_NEW_NO_MANIFST_APK, getPrimaryUserId());
        waitUntilBroadcastsDrain();

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPostBackupTest"",
                ""testRestoreNoManifestOnNewVersion"",
                getPrimaryUserId());

        runDeviceTestsAsUser(LAUNCHER4_PKG, "".ShortcutManagerPostBackupTest"",
                ""testRestoreNoManifestOnNewVersion"",
                getPrimaryUserId());
    }

    /**
     * Make sure invisible shortcuts are ignored by all API calls.
     *
     * (Restore from new to old-nomanifest)
     */"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/hostside/src/android/content/pm/cts/shortcuthost/ShortcutManagerBackupTest.java"	""	""	""
"2.2.5  . Security Model"	"9.8.2"	"H-5-1"	"9.8.2/H-5-1"	"display UI view camera indicator app  accessing live camera data  accessed app(s) holding  role section 9.1  CDD identifier"	"""[9.8.2/H-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in section 9.1 with CDD identifier [C-4-X]. """	""	"android.content.pm.cts.shortcuthost.ShortcutManagerBackupTest"	"testBackupAndRestore_invisibleIgnored"	"CtsShortcutHostTestCases"	"3: app(s) apps app"	"public void testBackupAndRestore_invisibleIgnored() throws Exception {
        if (!mSupportsBackup) {
            return;
        }
        dumpsys(""Test start"");

        // First, publish shortcuts from backup-ok version.

        installAppAsUser(PUBLISHER4_NEW_APK, getPrimaryUserId());
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());
        runDeviceTestsAsUser(LAUNCHER4_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());

        dumpsys(""Before backup"");

        // Backup
        doBackup();

        // Uninstall all apps
        uninstallPackageAndWaitUntilBroadcastsDrain(LAUNCHER4_PKG);
        uninstallPackageAndWaitUntilBroadcastsDrain(PUBLISHER4_PKG);

        // Make sure the shortcut service handled all the uninstall broadcasts.
        waitUntilPackagesGone();

        // Do it one more time just in case...
        waitUntilBroadcastsDrain();

        // Then restore
        doRestore();

        dumpsys(""After restore"");

        // Install the nobackup version. Restoration is limited.
        installAppAsUser(LAUNCHER4_NEW_APK, getPrimaryUserId());
        installAppAsUser(PUBLISHER4_OLD_NO_MANIFST_APK, getPrimaryUserId());
        waitUntilBroadcastsDrain();

        runDeviceTestsAsUser(PUBLISHER4_PKG, "".ShortcutManagerPostBackupTest"",
                ""testInvisibleIgnored"",
                getPrimaryUserId());

        runDeviceTestsAsUser(LAUNCHER4_PKG, "".ShortcutManagerPostBackupTest"",
                ""testInvisibleIgnored"",
                getPrimaryUserId());
    }"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/hostside/src/android/content/pm/cts/shortcuthost/ShortcutManagerBackupTest.java"	""	""	""
"2.2.5  . Security Model"	"9.8.2"	"H-5-1"	"9.8.2/H-5-1"	"display UI view camera indicator app  accessing live camera data  accessed app(s) holding  role section 9.1  CDD identifier"	"""[9.8.2/H-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in section 9.1 with CDD identifier [C-4-X]. """	""	"android.content.pm.cts.shortcuthost.ShortcutManagerBackupTest"	"testBackupAndRestore_withNoUninstall"	"CtsShortcutHostTestCases"	"1: app"	"public void testBackupAndRestore_withNoUninstall() throws Exception {
        if (!mSupportsBackup) {
            return;
        }

        installAppAsUser(PUBLISHER1_APK, getPrimaryUserId());
        installAppAsUser(PUBLISHER3_APK, getPrimaryUserId());

        // Prepare shortcuts
        runDeviceTestsAsUser(PUBLISHER1_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());
        runDeviceTestsAsUser(PUBLISHER3_PKG, "".ShortcutManagerPreBackupTest"", getPrimaryUserId());

        // Backup & restore.
        doBackup();
        doRestore();

        // Make sure the manifest shortcuts are re-published.
        runDeviceTestsAsUser(PUBLISHER1_PKG, "".ShortcutManagerPostBackupTest"",
                ""testWithNoUninstall"",
                getPrimaryUserId());

        runDeviceTestsAsUser(PUBLISHER3_PKG, "".ShortcutManagerPostBackupTest"",
                ""testWithNoUninstall"",
                getPrimaryUserId());
    }
}"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/hostside/src/android/content/pm/cts/shortcuthost/ShortcutManagerBackupTest.java"	""	""	""
"2.2.5  . Security Model"	"9.8.2"	"H-5-1"	"9.8.2/H-5-1"	"display UI view camera indicator app  accessing live camera data  accessed app(s) holding  role section 9.1  CDD identifier"	"""[9.8.2/H-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in section 9.1 with CDD identifier [C-4-X]. """	""	"android.content.pm.cts.shortcuthost.ShortcutManagerUpgradeTest"	"testUpgrade"	"CtsShortcutHostTestCases"	"1: app"	"public void testUpgrade() throws Exception {
        installAppAsUser(VERSION1_APK, getPrimaryUserId());

        runDeviceTestsAsUser(TARGET_PKG, "".ShortcutManagerPreUpgradeTest"", getPrimaryUserId());

        installAppAsUser(VERSION2_APK, getPrimaryUserId());

        runDeviceTestsAsUser(TARGET_PKG, "".ShortcutManagerPostUpgradeTest"", getPrimaryUserId());
    }
}"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/hostside/src/android/content/pm/cts/shortcuthost/ShortcutManagerUpgradeTest.java"	""	""	""
"2.2.5  . Security Model"	"9.8.2"	"H-5-1"	"9.8.2/H-5-1"	"display UI view camera indicator app  accessing live camera data  accessed app(s) holding  role section 9.1  CDD identifier"	"""[9.8.2/H-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in section 9.1 with CDD identifier [C-4-X]. """	""	"com.android.cts.devicepolicy.AccountCheckHostSideTest"	"testAccountCheck"	"CtsDevicePolicyManagerTestCases"	"3: UI only app"	"@LargeTest
    public void testAccountCheck() throws Exception {
        installAppAsUser(APK_AUTH, mProfileOwnerUserId);
        installAppAsUser(APK_NON_TEST_ONLY, mProfileOwnerUserId);
        installAppAsUser(APK_TEST_ONLY, mProfileOwnerUserId);
        runCleanupTestOnlyOwnerAllowingFailure(mProfileOwnerUserId);

        // For tests in headless system user mode, test packages need to be installed for
        // system user even for PO tests since PO will be set via adb command which will require
        // TestAuthenticator installed on system user.
        if (mDeviceOwnerUserId != mProfileOwnerUserId) {
            installAppAsUser(APK_AUTH, mDeviceOwnerUserId);
            installAppAsUser(APK_NON_TEST_ONLY, mDeviceOwnerUserId);
            installAppAsUser(APK_TEST_ONLY, mDeviceOwnerUserId);
            runCleanupTestOnlyOwnerAllowingFailure(mDeviceOwnerUserId);
        }

        runCleanupNonTestOnlyOwnerAllowingFailure();
        removeAllAccountsAllowingFailure();
        try {
//            runTest(""testCheckPreconfiguredAccountFeatures"");
//
//            final boolean hasPreconfiguredAccounts = hasAccounts();
//
//            // All pre-configured accounts must be ""compatible"", so the test-only owner can be
//            // installed.
//            assertTestOnlyInstallable();
//
//            if (hasPreconfiguredAccounts) {
//                assertNonTestOnlyNotInstallable();
//            } else {
//                assertNonTestOnlyInstallable();
//            }
//
            // Incompatible, type A.
            runTest(""testAddIncompatibleA"");

            assertTestOnlyNotInstallable();
            assertNonTestOnlyNotInstallable();

            // Incompatible, type B.
            removeAllAccounts();
            runTest(""testAddIncompatibleB"");

            assertTestOnlyNotInstallable();
            assertNonTestOnlyNotInstallable();

            // Incompatible, type C.
            removeAllAccounts();
            runTest(""testAddIncompatibleC"");

            assertTestOnlyNotInstallable();
            assertNonTestOnlyNotInstallable();

            // Compatible.
            removeAllAccounts();
            runTest(""testAddCompatible"");

            assertTestOnlyInstallable(); // Now test-only owner can be accepted.
            assertNonTestOnlyNotInstallable();

            // 2 compatible accounts.
            removeAllAccounts();
            runTest(""testAddCompatible"");
            runTest(""testAddCompatible"");

            assertTestOnlyInstallable(); // Now test-only owner can be accepted.

            assertNonTestOnlyNotInstallable();

            // 2 compatible accounts + 1 incompatible.
            removeAllAccounts();
            runTest(""testAddIncompatibleA"");
            runTest(""testAddCompatible"");
            runTest(""testAddCompatible"");

            assertTestOnlyNotInstallable();
            assertNonTestOnlyNotInstallable();

            // 2 compatible accounts + 1 incompatible, different order.
            removeAllAccounts();
            runTest(""testAddCompatible"");
            runTest(""testAddCompatible"");
            runTest(""testAddIncompatibleB"");

            assertTestOnlyNotInstallable();
            assertNonTestOnlyNotInstallable();
        } catch (Throwable th) {
            CLog.w(""Tests failed; current accounts are:"");
            CLog.w(getDevice().executeShellCommand(""dumpsys account""));

            // Dump accounts
            throw th;
        }
    }

    /**
     * Make sure even if the ""test-only"" flag changes when an app is updated, we still respect
     * the original value.
     */"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/AccountCheckHostSideTest.java"	""	""	""
"2.2.5  . Security Model"	"9.8.2"	"H-5-1"	"9.8.2/H-5-1"	"display UI view camera indicator app  accessing live camera data  accessed app(s) holding  role section 9.1  CDD identifier"	"""[9.8.2/H-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in section 9.1 with CDD identifier [C-4-X]. """	""	"com.android.cts.devicepolicy.AccountCheckHostSideTest"	"runCleanupNonTestOnlyOwnerAllowingFailure"	"CtsDevicePolicyManagerTestCases"	"2: only app"	"/*
 *.
 */

package com.android.cts.devicepolicy;

import static org.junit.Assert.assertTrue;
import static org.junit.Assert.fail;
import static org.junit.Assume.assumeTrue;

import android.platform.test.annotations.LargeTest;

import com.android.tradefed.log.LogUtil.CLog;

import org.junit.Test;

import java.util.regex.Matcher;
import java.util.regex.Pattern;

/**
 * Set of tests to test setting DO and PO when there is account on the user.
 *
 * <p>For example, setting DO or PO shall fail at DPMS.hasIncompatibleAccountsOrNonAdbNoLock when
 * there was incompatible account on the user.
 */
public class AccountCheckHostSideTest extends BaseDevicePolicyTest {
    private static final String APK_NON_TEST_ONLY = ""CtsAccountCheckNonTestOnlyOwnerApp.apk"";
    private static final String APK_TEST_ONLY = ""CtsAccountCheckTestOnlyOwnerApp.apk"";
    private static final String APK_TEST_ONLY_UPDATE = ""CtsAccountCheckTestOnlyOwnerUpdateApp.apk"";
    private static final String APK_AUTH = ""CtsAccountCheckAuthApp.apk"";

    private static final String PACKAGE_NON_TEST_ONLY =
            ""com.android.cts.devicepolicy.accountcheck.nontestonly"";
    private static final String PACKAGE_TEST_ONLY =
            ""com.android.cts.devicepolicy.accountcheck.testonly"";
    private static final String PACKAGE_AUTH = ""com.android.cts.devicepolicy.accountcheck.auth"";

    private static final String OWNER_TEST_ONLY = PACKAGE_TEST_ONLY
            + ""/com.android.cts.devicepolicy.accountcheck.owner.AdminReceiver"";
    private static final String OWNER_NON_TEST_ONLY = PACKAGE_NON_TEST_ONLY
            + ""/com.android.cts.devicepolicy.accountcheck.owner.AdminReceiver"";

    private static final String TEST_CLASS =
            ""com.android.cts.devicepolicy.accountcheck.AccountCheckTest"";

    private static final String DISALLOW_MODIFY_ACCOUNTS = ""no_modify_accounts"";

    private boolean mDeviceOwnerCanHaveAccounts;
    private boolean mProfileOwnerCanHaveAccounts;
    private int mProfileOwnerUserId;

    @Override
    public void setUp() throws Exception {
        super.setUp();
        mProfileOwnerUserId = mPrimaryUserId;
        mDeviceOwnerCanHaveAccounts = !isRestrictionSetOnUser(mDeviceOwnerUserId,
                DISALLOW_MODIFY_ACCOUNTS);
        // Optimization to avoid running dumpsys again
        if (mProfileOwnerUserId == mDeviceOwnerUserId) {
            mProfileOwnerCanHaveAccounts = mDeviceOwnerCanHaveAccounts;
        } else {
            mProfileOwnerCanHaveAccounts = !isRestrictionSetOnUser(mProfileOwnerUserId,
                    DISALLOW_MODIFY_ACCOUNTS);
        }
        CLog.d(""mDeviceOwnerUserId: "" +  mDeviceOwnerUserId
                + "" mDeviceOwnerCanHaveAccounts: "" + mDeviceOwnerCanHaveAccounts
                + "" mProfileOwnerUserId: "" + mProfileOwnerUserId
                + "" mProfileOwnerCanHaveAccounts: "" + mProfileOwnerCanHaveAccounts);
        assumeTrue(""Neither primary user or device owner user is allowed to add accounts"",
                mDeviceOwnerCanHaveAccounts || mProfileOwnerCanHaveAccounts);
    }

    @Override
    public void tearDown() throws Exception {
        if (getDevice().getInstalledPackageNames().contains(PACKAGE_AUTH)) {
            runCleanupTestOnlyOwnerAllowingFailure(mProfileOwnerUserId);
            if (mDeviceOwnerUserId != mProfileOwnerUserId) {
                runCleanupTestOnlyOwnerAllowingFailure(mDeviceOwnerUserId);
            }
            runCleanupNonTestOnlyOwnerAllowingFailure();

            // This shouldn't be needed since we're uninstalling the authenticator,
            // but sometimes the account manager fails to clean up?
            removeAllAccountsAllowingFailure();
        }

        getDevice().uninstallPackage(PACKAGE_AUTH);
        getDevice().uninstallPackage(PACKAGE_TEST_ONLY);
        getDevice().uninstallPackage(PACKAGE_NON_TEST_ONLY);

        super.tearDown();
    }

    private void runTest(String method) throws Exception {
        runTestAsUser(method, mProfileOwnerUserId);
        if (mDeviceOwnerCanHaveAccounts && mProfileOwnerUserId != mDeviceOwnerUserId) {
            runTestAsUser(method, mDeviceOwnerUserId);
        }
    }

    private void runTestAsUser(String method, int userId) throws Exception {
        runDeviceTestsAsUser(PACKAGE_AUTH, TEST_CLASS, method, userId);
    }

    private void runCleanupTestOnlyOwner(int userId) throws Exception {
        assertTrue(removeAdmin(OWNER_TEST_ONLY, userId));
    }

    private void runCleanupTestOnlyOwnerAllowingFailure(int userId) throws Exception {
        try {
            runCleanupTestOnlyOwner(userId);
        } catch (AssertionError ignore) {
        }
    }

    private void runCleanupNonTestOnlyOwner() throws Exception {
        runTest(""testCleanUpNonTestOwner"");
    }

    private void runCleanupNonTestOnlyOwnerAllowingFailure() throws Exception {
        try {
            runCleanupNonTestOnlyOwner();
        } catch (AssertionError ignore) {
        }
    }

    private void removeAllAccounts() throws Exception {
        runTest(""testRemoveAllAccounts"");
    }

    private void removeAllAccountsAllowingFailure() throws Exception {
        try {
            removeAllAccounts();
        } catch (AssertionError ignore) {
        }
    }

    private void assertTestOnlyInstallable() throws Exception {
        if (mDeviceOwnerCanHaveAccounts) {
            setDeviceOwnerOrFail(OWNER_TEST_ONLY, mDeviceOwnerUserId);
            runCleanupTestOnlyOwner(mDeviceOwnerUserId);
        }
        if (mProfileOwnerCanHaveAccounts) {
            setProfileOwnerOrFail(OWNER_TEST_ONLY, mProfileOwnerUserId);
            runCleanupTestOnlyOwner(mProfileOwnerUserId);
        }
    }

    private void assertNonTestOnlyInstallable() throws Exception {
        if (mDeviceOwnerCanHaveAccounts) {
            setDeviceOwnerOrFail(OWNER_NON_TEST_ONLY, mDeviceOwnerUserId);
            runCleanupNonTestOnlyOwner();
        }
        if (mProfileOwnerCanHaveAccounts) {
            setProfileOwnerOrFail(OWNER_NON_TEST_ONLY, mProfileOwnerUserId);
            runCleanupNonTestOnlyOwner();
        }
    }

    private void assertTestOnlyNotInstallable() throws Exception {
        if (mDeviceOwnerCanHaveAccounts) {
            setDeviceOwnerExpectingFailure(OWNER_TEST_ONLY, mDeviceOwnerUserId);
            runCleanupTestOnlyOwnerAllowingFailure(mDeviceOwnerUserId);
        }
        if (mProfileOwnerCanHaveAccounts) {
            setProfileOwnerExpectingFailure(OWNER_TEST_ONLY, mProfileOwnerUserId);
            runCleanupTestOnlyOwnerAllowingFailure(mProfileOwnerUserId);
        }
    }

    private void assertNonTestOnlyNotInstallable() throws Exception {
        if (mDeviceOwnerCanHaveAccounts) {
            setDeviceOwnerExpectingFailure(OWNER_NON_TEST_ONLY, mDeviceOwnerUserId);
            runCleanupNonTestOnlyOwnerAllowingFailure();
        }
        if (mProfileOwnerCanHaveAccounts) {
            setProfileOwnerExpectingFailure(OWNER_NON_TEST_ONLY, mProfileOwnerUserId);
            runCleanupNonTestOnlyOwnerAllowingFailure();
        }
    }

    private boolean hasAccounts() throws Exception {
        final String accountDump = getDevice().executeShellCommand(""dumpsys account"");

        final Pattern p = Pattern.compile(""^\\s*Accounts\\:\\s*(\\d+)"", Pattern.MULTILINE);
        final Matcher m = p.matcher(accountDump);
        if (!m.find()) {
            fail(""Unable to obtain # of accounts"");
            return true;
        }
        final String count = m.group(1);

        CLog.i(""# of preconfigured accounts="" + count);

        return Integer.parseInt(count) > 0;
    }

    /**
     * This set of tests will test whether DO and PO can be set on the user when
     * there is/are different types of accounts added on the target test user.
     */"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/AccountCheckHostSideTest.java"	""	""	""
