Section,section_id,req_id,Test Availability,Annotation? ,New Req for R?,New CTS for R?,class_def,method,module,Comment(internal) e.g. why a test is not possible ,Comment (external) ,New vs Updated(Q),CTS Bug Id ,CDD Bug Id,CDD CL,Area,Shortened,Test Level,,external version,,,
2.3.4 Performance And Power(TV),8.1,T-0-1,Test Available,,,,android.provider.cts.contacts.ContactsContract_RawContactsTest,testRawContactDelete_localDeleteRemovesRecord(),CtsContactProviderTestCases,,,,,,,Systems & Performance,Systems & Performance,2,,,,,
2.3.5 Security Model(TV),9.11,T-0-1,Not testable,,,,,,,,,New in Q,,111748530,8259626,Security,Security,-1,,,,,
2.3.6 Developer Tools Compatibility (TV),6.1,T-0-1,Test Available,,,,,,,,,New in Q,,124501718,9245852,Engineering Productivity (Build / Test / Infra / Tools),Developer Tools,2,,,,,
2.4.3 Software-Watch,3,W-0-1,Not testable,,,,android.content.syncmanager.cts.CtsSyncManagerTest,testNegativeSampleSize(),,,,,,,,Non-phone Form Factors(Watch),Vertical,-1,,,,,
2.5.1 Hardware(Auto),7.1.1.1,A-0-1,Test Available,,,,,,,,,,,119305587,,Hardware(Display And Graphics),Graphics,2,,,,,
2.5.2 MultiMedia(Auto),5.1,A-0-1,Test Available,,,,,,,,,Updated in Q,,124525623,8362016,Media,Media,2,,,,,
2.5.3 Software(Auto),3,A-0-1,Not testable,,,,com.android.cts.managedprofile.ProvisioningTest,invokeOnColorsChangedListenerTest_lockOnly(),,The feature cannot be tested standalone,,,,,,Non-phone Form Factors(Automotive),Vertical,-1,,,,,
2.5.4 Performance and Power(Auto),8.3,A-1-1,Test Missing,,,,android.autofillservice.cts.SettingsIntentTest,testBuilder_throwsException_whenZoomIsNegative(),CtsAutoFillServiceTestCases,,,New in Q,139188881,120432704,7063114,Battery / System Health,Systems & Performance,0,,,,,
2.5.5 Security Model(Auto),9.5,A-1-1,Test Available,,,,,,,,,New in Q,138953649,127875406,7322188,Security,Security,0,,,,,
2.5.6 Developer Tools Compatibility(Auto),6.1,A-0-1,Test Available,,,,android.appwidget.cts.DarkTextThemeTest,testZeroLengthByteBuffer(),CtsAppWidgetTestCases,,,New in Q,,124501718,9245852,Engineering Productivity (Build / Test / Infra / Tools),Developer Tools,2,,,,,
3.1 Managed API Compatibility,3.1,C-0-1,Not testable,,,,,,,,,,,,,Framework(API compatibility),Framework,-1,,,,,
3.1.1.Android Extensions,3.1.1.1,C-0-1,Test Available,,,,,,,,,,,,,Framework(API compatibility),Framework,2,,,,,
3.1.2 Android Library,3.1.2,C-0-1,Test Available,,,,android.app.notification.legacy.cts.ConditionProviderServiceTest,testDraw(),CtsLegacyNotification27TestCases,,,,,,,Framework(API compatibility),Framework,2,,,,,
3.10 Accessibility,3.10.,C-1-1,Test Available,,,,android.app.notification.legacy.cts.ConditionProviderServiceTest,testDraw(),CtsLegacyNotification27TestCases,,,,,,,Framework (a11y),Framework,2,,,,,
3.11.Text-to-Speech,3.11,C-1-1,Test Available,,,,android.systemintents.cts.TestSystemIntents,getWindow(),CtsSystemIntentTestCases,,,,,,,Framework (AI/Assistant/Speech),Framework,2,,,,,
3.12 TV Input Framework,3.12,C-1-1,Not testable,,,,,,,"TV test cases are gated by this feature. No way to 
test standalone",,,,,,Framework(TIF),Framework,-1,,,,,
3.13 Quick Settings,3.13,C-1-1,Test Available,,,,,,,,,,,,,System UI,System UI,2,,,,,
3.14.Media UI,3.14,C-1-2,Not testable,,,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,testGetDesiredWidthRange(),CtsCameraTestCases,,,Updated in Q,139747109,123357837,7429581,Framework (UI),Framework,-1,,,,,
3.15 Instant Apps,3.15,C-0-1,Test Available,,,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,invalidFlags(),CtsCameraTestCases,,,,,,,Framework(Instant Apps),Framework,2,,,,,
3.16 Companion Device Pairing,3.16,C-1-1,Not testable,,,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,testGetDesiredWidthRange(),CtsCameraTestCases,"Cannot be tested standalone. CompanionTests are gated
by this flag",,,,,,Framework(API compatibility),Framework,-1,,,,,
3.17.HeavyWeight Apps,3.17,C-1-1,Test Available,,,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,testGetDesiredWidthRange(),CtsCameraTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
3.18. Contacts,3.18,C-1-1,,,Yes,,,,,,,,,,,,,,,,,,
3.2.1 Permissions,3.2.1,C-0-1,Test Available,,,,,,,,,,,,,Security,Security,1,,,,,
3.2.2 Build Parameters,3.2.2,C-0-1,Test Available,,,,,,,,,Updated in Q,,80051029,7189788,Framework(API compatibility),Framework,2,,,,,
3.2.3.1 Core Application Intents,3.2.3.1,C-0-1,Test Available,,,,android.telephony.embms.cts.MbmsDownloadCallbackTest,getResources(),CtsTelephonyTestCases,"Not sure if this verifies that third party apps can ovveride these
intents",,,132176534,,,Framework(API compatibility),Framework,1,,,,,
3.2.3.3 Intent Namespaces,3.2.3.3,C-0-1,Test Available,,,,android.graphics.cts.PaintTest,testSet1(),CtsGraphicsTestCases,,,,,,,Framework(API compatibility),Framework,1,,,,,
3.2.3.4 Broadcast Intents,3.2.3.4,C-0-1,Test Available,,,,android.graphics.cts.PaintTest,testUnion(),CtsGraphicsTestCases,,,,,,,Framework(API compatibility),Framework,1,,,,,
3.2.3.5 Default App Settings,3.2.3.5,C-1-1,Test Available,,,,UidAtomTests.java,testLmkKillOccurred,,,,,,,,Framework(Settings UI),Framework,2,,,,,
3.2.4 Activitites On Secondary Display,3.2.4,C-1-1,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testGetRightPadding(),CtsHardwareTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
3.3.1 Application Binary Interfaces,3.3.1,C-0-1,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testGetRightPadding(),CtsHardwareTestCases,,,,,,,Framework(Activity/Window Manager),Framework,1,,,,,
3.3.2 32-bit Arm Native Code Compatibility,3.3.2,C-3-1,Test Available,,,,android.hardware.cts.LowRamDeviceTest,testGetRightPadding(),CtsHardwareTestCases,,,,,,,Framework(Native Compatibility),Framework,2,,,,,
3.4.1 WebView Compatibility,3.4.1,C-1-1,Not testable,,,,android.hardware.cts.LowRamDeviceTest,testGetRightPadding(),CtsHardwareTestCases,"Not Testable standalone. Webview tests are gated by this
flag",,,,,,Webview,Webview,-1,,,,,
3.4.2 Browser Compatibility,3.4.2,C-1-1,Not testable,,,,android.hardware.cts.LowRamDeviceTest,testGetRightPadding(),CtsHardwareTestCases,,,,,,,Framework(API compatibility),Framework,-1,,,,,
3.5 API Behavioral Comaptibility,3.5,C-0-1,Test Available,,,,,,,,,,,,,Framework(API compatibility),Framework,1,,,,,
3.5.1 Background Restrictions,3.5.1,C-1-1,Manually Testable Missing Test,,,,android.incrementalinstall.cts.IncrementalFeatureTest,hasTuner(),,,,,,,,,,,,,,,
3.6 API NameSpaces,3.6,C-0-1,Test Available,,,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,invalidFlags(),CtsCameraTestCases,,,,,,,Framework(API compatibility),Framework,1,,,,,
3.7.Runtime Compatibility,3.7,C-0-2,Test Available,,,,,,,,,Updated in Q,,127714569,7016425,Runtime / Languages / Libraries,Runtime,2,,,,,
3.8.1.Launcher(Home Screen),3.8.1,C-1-1,Test Available,,,,android.graphics.cts.VulkanDeqpLevelTest,testUnpremul(),CtsGraphicsTestCases,,,,,,,Launcher,Launcher,1,,,,,
3.8.12 Location,3.8.12,C-1-2,Not testable,,,,testVulkanDeqpLevel(),testVulkanDeqpLevel(),CtsGraphicsTestCases,"Compatibility violation by Xiaomin w.r.to location Modes
Bug for details",,,123360318,,,Location & Sensors,Location & Sensors,0.2,,,,,
3.8.13 Unicode and Font,3.8.13,C-1-1,Test Available,,,,testVulkanDeqpLevel(),testVulkanDeqpLevel(),CtsGraphicsTestCases,,,,,,,Framework (others-Unicode and Font),Framework,1,,,,,
3.8.14.Multi-windows,3.8.14,C-1-1,Test Available,,,,android.graphics.cts.BitmapTest,testCreateFromAssetNull(),CtsGraphicsTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
3.8.15 Display Cutout,3.8.15,C-1-5,,,,,android.graphics.cts.BitmapTest,getArray(),CtsGraphicsTestCases,,,,,,,,,,,,,,
3.8.2 Widgets,3.8.2,C-1-1,Test Available,,,,android.graphics.cts.BitmapTest,testOffset(),CtsGraphicsTestCases,,,,,,,Launcher,Launcher,2,,,,,
3.8.3. Notifications,3.8.3.1,C-1-1,Test Available,,,,android.graphics.cts.BitmapTest,testSetRotate(),CtsGraphicsTestCases,,,,,,,System UI,System UI,1,,,,,
3.8.3.2 Notification Listener Service,3.8.3.2,C-0-1,Test Available,,,,android.graphics.cts.BitmapTest,testFormatHasAlpha(),CtsGraphicsTestCases,,,,,,,System UI,System UI,2,,,,,
3.8.3.3 DND(Do Not Disturb),3.8.3.3,C-1-1,Test Available,,,,android.telephony.cts.CellInfoTest,testRequiredEglExtensions(),CtsTelephonyTestCases,,,,,,,System UI,System UI,1,,,,,
3.8.4 Search,3.8.4,C-1-1,Test Available,,,,,,,,,,,,,Framework(API compatibility),Framework,1,,,,,
3.8.5 Alerts and Toasts,3.8.5,C-1-1,Manually Testable Missing Test,,,,android.content.res.cts.ConfigTest,testInitialLevel(),CtsContentTestCases,,,,,,,Framework (AI/Assistant/Speech),Framework,0.2,,,,,
3.8.6 Themes,3.8.6,C-1-1,Test Available,,,,android.appwidget.cts.AppWidgetTest,testIsMimeTypeSupported(),CtsAppWidgetTestCases,,,,,,,System UI,System UI,2,,,,,
3.8.8 Activity Switching,3.8.8,C-1-1,Other (see comment),,,,android.telephony.cts.CellInfoTest,testRequiredEglExtensions(),CtsTelephonyTestCases,Looks like the CDD needs to be changed See bug,,,,140637032,,System UI,System UI,-1,,,,,
3.8.9.Input Management,3.8.9,C-1-1,Test Available,,,,,,,,,,,,,Framework (Input),Framework,2,,,,,
3.9.1.1 Device Owner Provisioning,3.9.1.1,C-1-3,Not testable,,,,android.provider.cts.media.MediaStore_Video_ThumbnailsTest,testValues(),CtsProviderTestCases,,,,,,,Framework(Activity/Window Manager),Framework,-1,,,,,
3.9.1.2 Managed Profile Provisioning,3.9.1.2,C-1-1,Test Available,,,,,,,,,,,,,Enterprise,Enterprise,2,,,,,
3.9.2 Managed Profile Support,3.9.2,C-1-1,Test Available,,,,,,,,,,,,,Enterprise,Enterprise,2,,,,,
3.9.3 Managed User Support,3.9.3,C-1-1,Manually Testable Missing Test,,,,,,,"This cannot be automated since OEMs have
freedom to implement it whichever way. See this for
details. Reference:
:https://b.corp.google.com/issues/73800782#comment17
The correct behavior of the API is tested .isLogoutEnabled
in android.cts.deviceowner.UserSessionTest",,,,,,System UI,System UI,0.2,1 because the API is tested,,,,
4.Application Packaging Compatibility,4,C-0-1,Test Available,,,,,,,,,,,,,Security,Security,2,,,,,
5 Multimedia Compatibility,5,C-0-1,Test Available,,,,,,,,,,,,,Media,Media,2,,,,,
5.1.1 Audio Encoding,5.1.1,C-1-1,Test Available,,,,,,,,,,,,,Media,Media,2,,,,,
5.1.10 Media Codec Characterization,5.1.10,C-1-1,Not testable,,,,com.android.cts.verifier.security.UnlockedDeviceRequiredTest,MyLinkMovementMethod(),,,,New in Q,139021702,123950993,6412700,Media,Media,0,,,,,
5.1.2 Audio Decoding,5.1.2,C-1-1,Test Available,,,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,invalidMaxCharacters(),CtsCameraTestCases,,,,,,,Media,Media,2,,,,,
5.1.4.Image Encoding,5.1.4,C-0-1,Test Available,,,,android.graphics.cts.PaintTest,testLightingColorFilter(),CtsGraphicsTestCases,,,,,,,Graphics,Graphics,1,,,,,
5.1.5.Image Decoding,5.1.5,C-0-1,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
5.1.7.Video Codecs,5.1.7,C-1-1,Not testable,,,,,,,,,,,,,Media,Media,-1,,,,,
5.1.9 Media Codec Security,5.1.9,C-1-1,Not testable,,,,,,,,,New in Q,,124333998,6412699,Media,Media,0,,,,,
5.10 Professional Audio,5.10.,C-1-1,Test Available,,,,,,,,,,,,,Media (Audio),Media,2,,,,,
5.11.Capture for Unprocessed,5.11,C-1-1,Test Available,,,,,,,,,,,,,Media (Audio),Media,2,,,,,
5.2.1.H263,5.2.1,C-1-1,Test Available,,,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,cannotKeepAndTruncateNewLines(),CtsCameraTestCases,,,,,,,Media,Media,2,,,,,
5.2.2.H.264,5.2.2,C-1-1,Test Available,,,,android.graphics.cts.PaintTest,testSetColorXYZ(),CtsGraphicsTestCases,,,,,,,Media,Media,2,,,,,
5.2.3.VP8,5.2.3,C-1-1,Test Available,,,,android.net.wifi.cts.WifiBackupRestoreTest,testMutableDrawable(),CtsWifiTestCases,,,,,,,Media,Media,2,,,,,
5.2.4 VP9 (Encoding),5.2.4,C-1-2,Test Missing,,,,android.net.wifi.cts.WifiBackupRestoreTest,getRecord(),CtsWifiTestCases,,,New in Q,139502967,124525623,8362016,Media,Media,0,,,,,
"5.2.5 H265(Encoding)
",5.2.5,C-1-1,Test Available,,,,android.net.wifi.cts.WifiLocationInfoTest,testEarlyIncomplete(),CtsWifiTestCases,,,New in Q,,124525623,8362016,Media,Media,2,,,,,
5.2.Video Encoding,5.2,C-1-1,Test Available,,,,android.graphics.cts.PaintTest,testSetColorLong(),CtsGraphicsTestCases,,,,,,,Media,Media,2,,,,,
5.3.1 MPEG-2,5.3.1,C-1-1,Test Available,,,,android.view.cts.TextureViewCameraTest,testBindChildView(),CtsViewTestCases,,,,,,,Media,Media,1,,,,,
5.3.2 H263,5.3.2,C-1-1,Test Available,,,,android.hardware.camera2.cts.LogicalCameraDeviceTest,testDefaultFOV,CtsCamera2TestCases,,,,,,,Media,Media,2,,,,,
5.3.3 MPEG-4,5.3.3,C-1-1,Test Available,,,,android.systemintents.cts.TestManageOverlayPermissionIntents,testAccessSelection(),CtsSystemIntentTestCases,,,,,,,Media,Media,2,,,,,
5.3.4 H264,5.3.4,C-1-1,Test Missing,,,,android.appsecurity.cts.ApkVerityInstallTest,testRemoveIf(),,"MediaCodecCapabilitiesTest#testH264DecoderAndProfileLevel 
needs to be updated to checkfor AVC support of MainProfile 
Level 3.1",,,119506778,,,Media,Media,0,,,,,
5.3.5 H265 (HEVC),5.3.5,C-1-1,Test Available,,,,android.appsecurity.cts.ApkVerityInstallTest,testRetainAll(),,,,,,,,Media,Media,2,,,,,
5.3.6 VP8,5.3.6,C-1-1,Test Available,,,,android.appsecurity.cts.ApkVerityInstallTest,testIndexOf(),,,,,,,,Media,Media,2,,,,,
5.3.7 VP9,5.3.7,C-1-1,Test Available,,,,android.appsecurity.cts.ApkVerityInstallTest,testAddAll(),,,,,,,,Media,Media,2,,,,,
5.3.8 Dolby Vision,5.3.8,C-1-1,Not testable,,,,android.graphics.cts.VulkanDeqpLevelTest,testUnpremul(),CtsGraphicsTestCases,,,Updated in Q,139420915,124525623,8362016,Media,Media,-1,,,,,
5.3.9 AV1,5.3.9,C-1-1,Test Missing,,,,android.provider.cts.media.MediaStoreAudioTestHelper,testOffset(),CtsProviderTestCases,,,New in Q,139502967,124525623,8362016,Media,Media,0,,,,,
5.3.Video Decoding,5.3,C-1-1,Test Available,,,,android.net.wifi.cts.ConnectedNetworkScorerTest,testEmptyByteBuffer(),CtsWifiTestCases,,,,,,,Media,Media,2,,,,,
5.4.1 Raw Audio Capture,5.4.1,C-1-1,Test Available,,,,android.security.identity.cts.HkdfTest,testPreconditions(),CtsIdentityTestCases,,,Updated in Q,136202071,123959292,7249045,Media (Audio),Media,2,,,,,
5.4.2 Capture for voice Recognition,5.4.2,C-1-1,Test Available,,,,android.net.wifi.nl80211.cts.NativeWifiClientTest,testPostProcessorTRANSPARENT(),CtsWifiTestCases,,,,,,,Media (Audio),Media,2,,,,,
5.4.3 Capture for Rerouting of Playback,5.4.3,C-1-1,Test Available,,,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,nullString(),CtsCameraTestCases,,,,,,,Media (Audio),Media,2,,,,,
5.4.5 Concurrent Capture,5.4.4,C-1-1,Not testable,,,,android.graphics.cts.PaintTest,testSetShadowLayerXYZ(),CtsGraphicsTestCases,Q-Privacy Unenforceable,,New in Q,,124069969,7048717,Media (Audio),Media,-1,,,,,
5.5.1 Raw Audio Playback,5.5.1,C-1-1,Not testable,,,,,,,The test does not verify that the audio can be played back,,,118635157,,,Media (Audio),Media,1,,,,,
5.5.2 Audio Effects,5.5.2,C-1-1,Test Available,,,,android.graphics.cts.PaintTest,Paint(),CtsGraphicsTestCases,,,,,,,Media (Audio),Media,2,,,,,
5.6 Audio Latency,5.6,C-1-1,Test Missing,,,,,,,,,New in Q,117824277,123941630,7247688,Media (Audio),Media,1,,,,,
5.7 Network Protocols,5.7,C-1-1,Test Available,,,,android.graphics.cts.PaintTest,testConstructor(),CtsGraphicsTestCases,,,,,,,Media (Audio),Media,2,,,,,
5.8 Secure Media,5.8,C-1-1,Not testable,,,,android.appsecurity.cts.ExternalStorageHostTest,testMultiUserStorageIsolated,CtsAppSecurityHostTestCases,,,,,,,Media,Media,-1,,,,,
5.9 MIDI,5.9,C-1-1,Test Available,,,,android.carrierapi.cts.BugreportManagerTest,testAlphaMaskPlusHardware(),CtsCarrierApiTestCases,,,,,,,Media (Audio),Media,2,,,,,
6.1 Developer Tools,6.1,C-0-2,Test Available,,,,android.graphics.cts.PaintTest,isEmpty(),CtsGraphicsTestCases,,,,,,,Engineering Productivity(Developer Tools Compatibility,Developer Tools,1,,,,,
6.2 Developer Options,6.2,C-0-1,Test Available,,,,,,,,,,,,,System UI,System UI,1,,,,,
7.1.1.1 Screen Size and Shape,7.1.1.1,C-0-1,Test Available,,,,android.carrierapi.cts.NetworkScanApiTest,testAlphaMaskPlusHardwareAnimated(),CtsCarrierApiTestCases,,,,,,,Hardware(Display And Graphics),Graphics,2,,,,,
7.1.1.2 Screen Aspect Ratio,7.1.1.2,C-0-1,Test Available,,,,com.android.cts.blob.BlobStoreManagerTest,aTagIsIgnored(),CtsBlobStoreTestCases,,,Updated in Q,,124494228,,Hardware(Display And Graphics),Graphics,2,,,,,
7.1.1.3 Screen Density,7.1.1.3,C-0-1,Test Available,,,,android.graphics.cts.PaintTest,testGetWithNullParam(),CtsGraphicsTestCases,,,Updated in Q,,124445210,7537140,Hardware(Display And Graphics),Graphics,2,,,,,
7.1.2 Display Metrics,7.1.2,C-1-1,Test Available,,,,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,testConstructor(),CtsCameraTestCases,,,,,,,Hardware(Display And Graphics),Graphics,1,,,,,
7.1.3 Screen Orientation,7.1.3,C-0-1,Test Available,,,,,,,,,,,,,Hardware(Display And Graphics),Graphics,2,,,,,
7.1.4.1 OpenGL ES,7.1.4.1,C-0-1,Test Available,,,,android.graphics.cts.ANativeWindowTest,testNewInstanceInputStream(),CtsGraphicsTestCases,,,,,,,Graphics,Graphics,2,,,,,
7.1.4.2 Vulkan,7.1.4.2,C-1-1,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
7.1.4.3 RenderScript,7.1.4.3,C-0-1,Test Available,,,,android.app.cts.UiModeManagerTest,testUiMode(),CtsAppTestCases,,,,,,,Graphics,Graphics,2,,,,,
7.1.4.4 2d Graphics Acceleration,7.1.4.4,C-0-1,Test Available,,,,,,,,,,,,,Systems & Performance,Systems & Performance,2,,,,,
7.1.4.5 Wide-gamut Displays,7.1.4.5,C-1-1,Not testable,,,,android.app.cts.UiModeManagerTest,testUiMode(),CtsAppTestCases,Not testable without external hardware,,,,,,Hardware(Display And Graphics),Graphics,-1,,,,,
7.1.6.Screen Technology,7.1.6,C-0-1,Not testable,,,,,,,,,,,,,Hardware(Display And Graphics),Graphics,-1,,,,,
7.1.7.Secondary Displays,7.1.7,C-1-1,Not testable,,,,,,,,,,,,,Framework(Activity/Window Manager),Framework,-1,,,,,
7.2.1 Keyboard,7.2.1,C-1-1,Not testable,,,,,,,,,,,,,Framework (Input),Framework,-1,,,,,
7.2.2.Non-touch Navigation,7.2.2,C-0-1,Not testable,,,,,,,,,,,,,Framework (Input),Framework,-1,,,,,
7.2.3.Navigation Keys,7.2.3,C-0-1,Manually Testable Missing Test,,,,android.signature.cts.api.AnnotationTest,android.signature.cts.api.AnnotationTest.*,CtsSystemApiAnnotationTestCases,,,,,,,Framework (Input),Framework,0.2,,,,,
7.2.4.Touchscreen Input,7.2.4,C-1-1,Test Available,,,,android.signature.cts.api.*,android.signature.cts.api.*.*,CtsSingnatureTestCases,,,,110267244,,,Framework (Input),Framework,2,,,,,
7.2.5.Fake Touch Input,7.2.5,C-1-1,Test Missing,,,,com.android.cts.signedconfig.SignedConfigHostTest,public void.*,CtsSignedConfigHostTest,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
7.2.6.Game Controller Support,7.2.6.1,C-1-1,Not testable,,,,android.os.ctsRequiredComponentTest,"testExtServicesPresent()
testSharedServicesPresent()",CtsOsTestCases,,,,,,,Framework (Input),Framework,-1,,,,,
7.3 Sensors,7.3,C-0-1,Test Available,,,,android.signature.cts.api.SignatureTest,android.signature.cts.api.SignatureTest.*,CtsApacheHttpLegacy27ApiSignatureTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
7.3.1.Accelerometer,7.3.1,C-1-1,Test Available,,,,android.signature.cts.api.SignatureTest,android.signature.cts.api.SignatureTest.*,CtsApacheHttpLegacy27ApiSignatureTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
7.3.10 LockScreen and biometrics,7.3.10,C-4-1,,,Yes,,android.accessibilityservice.cts.*,public void*,CtsAccessibilityTestCases,,,,,,,,,,,,,,
7.3.12 Pose Sensor,7.3.12,C-1-1,Test Available,,,,android.accessibilityservice.cts.*,public void.*,CtsAccessibilityTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
7.3.13 Hinge Angle Sensor,7.3.13,C-1-1,,,Yes,,android.accessibilityservice.cts.AccessibilityEndToEndTest,public void .*,CtsAccessibilityServiceTestCases,,,,,,,,,,,,,,
7.3.2.Magnetometer,7.3.2,C-1-1,Test Available,,,,android.accessibilityservice.cts.*,public void .*,CtsAccessibilityServiceTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
7.3.3.GPS,7.3.3,C-1-1,Test Available,,,,android.accessibilityservice.cts.AccessibilityEndToEndTest,"testTypeNotificationStateChangedAccessibilityEvent
testTypeViewClickedAccessibilityEvent
testTypeViewFocusedAccessibilityEvent
testTypeViewLongClickedAccessibilityEvent
testTypeViewSelectedAccessibilityEvent
testTypeViewTextChangedAccessibilityEvent
testTypeWindowStateChangedAccessibilityEvent",CtsAccessibilityServiceTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
7.3.4 Gyroscope,7.3.4,C-1-1,Test Available,,,,,,,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
7.3.5 Barometer,7.3.5,C-1-1,Test Available,,,,,,,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
7.3.6 Thermometer,7.3.6,C-1-1,Test Available,,,,"android.speech.tts.cts.TextToSpeechServiceTest
android.speech.tts.cts.TextToSpeechTest","android.speech.tts.cts.TextToSpeechServiceTest.*
android.speech.tts.cts.TextToSpeechTest.*",CtsSpeechTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
7.3.8 Proximity Sensor,7.3.8,C-1-1,Test Missing,,,,,,,,,,123357974,,,Location & Sensors,Location & Sensors,0,,,,,
7.3.9 High Fidelity Sensors,7.3.9.,C-1-1,Not testable,,,,"android.speech.tts.cts.TextToSpeechServiceTest
android.speech.tts.cts.TextToSpeechTest","assertContainsEngine()
testGetEnginesIncludesMock()",CtsSpeechTestCases,,,,,,,Location & Sensors,Location & Sensors,-1,,,,,
7.4.1 Telephony,7.4.1,C-1-1,Test Available,,,,"android.speech.tts.cts.TextToSpeechServiceTest
android.speech.tts.cts.TextToSpeechTest","assertContainsEngine()
testGetEnginesIncludesMock()",CtsSpeechTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
7.4.1.1 Number Blocking Compatibility,7.4.1.1,C-1-1,Test Available,,,,"android.speech.tts.cts.TextToSpeechServiceTest
android.speech.tts.cts.TextToSpeechTest",public void .*,CtsSpeechTestCases,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
7.4.1.2 Telecom API,7.4.1.2,C-1-1,Test Available,,,,,,,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
7.4.2.1 Wi-Fi Direct,7.4.2.1,C-1-1,Test Available,,,,com.android.cts.tv.*,com.android.cts.tv.TvInputManagerHostTest.*,CtsTVtestCases,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
7.4.2.2 Wi-Fi Tunneled Direct Link Setup,7.4.2.2,C-1-1,Not testable,,,,android.media.tv.cts.*,android.media.tv.cts.*,CtsTvTestCases,This cannot be tested standalone,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,-1,,,,,
