,7.3.8,C-1-2,7.3.8/C-1-2,,,,,,key=[7.3.8/C-1-2]: [C-1-2] MUST have 1-bit of accuracy or more. <h4 id=,,,Last augmented column
,7.3.9,,7.3.9,,,,,,"""7_3_9_high_fidelity_sensors"" data-text=""       7.3.9. High Fidelity Sensors     "">       7.3.9. High Fidelity Sensors                 If device implementations include a set of higher quality sensors as defined in this section  and make available them to third-party apps  they:                 [C-1-1] MUST identify the capability through the android.hardware.sensor.hifi_sensors feature flag.                        If device implementations declare android.hardware.sensor.hifi_sensors  they:                                     [C-2-1] MUST have a TYPE_ACCELEROMETER sensor which:                             MUST have a measurement range between at least -8g and +8g  and is STRONGLY RECOMMENDED to have a measurement range between at least -16g and +16g.                      MUST have a measurement resolution of at least 2048 LSB/g.                      MUST have a minimum measurement frequency of 12.5 Hz or lower.                      MUST have a maximum measurement frequency of 400 Hz or higher; SHOULD support the SensorDirectChannel RATE_VERY_FAST.                      MUST have a measurement noise not above 400 μg/√Hz.                      MUST implement a non-wake-up form of this sensor with a buffering capability of at least 3000 sensor events.                      MUST have a batching power consumption not worse than 3 mW.                      [C-SR] Is STRONGLY RECOMMENDED to have 3dB measurement bandwidth of at least 80% of Nyquist frequency  and white noise spectrum within this bandwidth.                      SHOULD have an acceleration random walk less than 30 μg √Hz tested at room temperature.                      SHOULD have a bias change vs. temperature of ≤ +/- 1 mg/°C.                      SHOULD have a best-fit line non-linearity of ≤ 0.5%  and sensitivity change vs. temperature of ≤ 0.03%/C°.                      SHOULD have cross-axis sensitivity of &lt; 2.5 % and variation of cross-axis sensitivity &lt; 0.2% in device operation temperature range.                                                      [C-2-2] MUST have a TYPE_ACCELEROMETER_UNCALIBRATED with the same quality requirements as TYPE_ACCELEROMETER.                                           [C-2-3] MUST have a TYPE_GYROSCOPE sensor which:                             MUST have a measurement range between at least -1000 and +1000 dps.                      MUST have a measurement resolution of at least 16 LSB/dps.                      MUST have a minimum measurement frequency of 12.5 Hz or lower.                      MUST have a maximum measurement frequency of 400 Hz or higher; SHOULD support the SensorDirectChannel RATE_VERY_FAST.                      MUST have a measurement noise not above 0.014°/s/√Hz.                      [C-SR] Is STRONGLY RECOMMENDED to have 3dB measurement bandwidth of at least 80% of Nyquist frequency  and white noise spectrum within this bandwidth.                      SHOULD have a rate random walk less than 0.001 °/s √Hz tested at room temperature.                      SHOULD have a bias change vs. temperature of ≤ +/- 0.05 °/ s / °C.                      SHOULD have a sensitivity change vs. temperature of ≤ 0.02% / °C.                      SHOULD have a best-fit line non-linearity of ≤ 0.2%.                      SHOULD have a noise density of ≤ 0.007 °/s/√Hz.                      SHOULD have calibration error less than 0.002 rad/s in temperature range 10 ~ 40 ℃ when device is stationary.                      SHOULD have g-sensitivity less than 0.1°/s/g.                      SHOULD have cross-axis sensitivity of &lt; 4.0 % and cross-axis sensitivity variation &lt; 0.3% in device operation temperature range.                                                      [C-2-4] MUST have a TYPE_GYROSCOPE_UNCALIBRATED with the same quality requirements as TYPE_GYROSCOPE.                                           [C-2-5] MUST have a TYPE_GEOMAGNETIC_FIELD sensor which:                             MUST have a measurement range between at least -900 and +900 μT.                      MUST have a measurement resolution of at least 5 LSB/uT.                      MUST have a minimum measurement frequency of 5 Hz or lower.                      MUST have a maximum measurement frequency of 50 Hz or higher.                      MUST have a measurement noise not above 0.5 uT.                                                      [C-2-6] MUST have a TYPE_MAGNETIC_FIELD_UNCALIBRATED with the same quality requirements as TYPE_GEOMAGNETIC_FIELD and in addition:                             MUST implement a non-wake-up form of this sensor with a buffering capability of at least 600 sensor events.                      [C-SR] Is STRONGLY RECOMMENDED to have white noise spectrum from 1 Hz to at least 10 Hz when the report rate is 50 Hz or higher.                                                      [C-2-7] MUST have a TYPE_PRESSURE sensor which:                             MUST have a measurement range between at least 300 and 1100 hPa.                      MUST have a measurement resolution of at least 80 LSB/hPa.                      MUST have a minimum measurement frequency of 1 Hz or lower.                      MUST have a maximum measurement frequency of 10 Hz or higher.                      MUST have a measurement noise not above 2 Pa/√Hz.                      MUST implement a non-wake-up form of this sensor with a buffering capability of at least 300 sensor events.                      MUST have a batching power consumption not worse than 2 mW.                                  [C-2-8] MUST have a TYPE_GAME_ROTATION_VECTOR sensor.              [C-2-9] MUST have a TYPE_SIGNIFICANT_MOTION sensor which:                    MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving.                                  [C-2-10] MUST have a TYPE_STEP_DETECTOR sensor which:                    MUST implement a non-wake-up form of this sensor with a buffering capability of at least 100 sensor events.                      MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving.                      MUST have a batching power consumption not worse than 4 mW.                                  [C-2-11] MUST have a TYPE_STEP_COUNTER sensor which:                    MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving.                                  [C-2-12] MUST have a TILT_DETECTOR sensor which:                    MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving.                                  [C-2-13] The event timestamp of the same physical event reported by the Accelerometer  Gyroscope  and Magnetometer MUST be within 2.5 milliseconds of each other. The event timestamp of the same physical event reported by the Accelerometer and Gyroscope SHOULD be within 0.25 milliseconds of each other.              [C-2-14] MUST have Gyroscope sensor event timestamps on the same time base as the camera subsystem and within 1 milliseconds of error.              [C-2-15] MUST deliver samples to applications within 5 milliseconds from the time when the data is available on any of the above physical sensors to the application.              [C-2-16] MUST NOT have a power consumption higher than 0.5 mW when device is static and 2.0 mW when device is moving when any combination of the following sensors are enabled:                                 SENSOR_TYPE_SIGNIFICANT_MOTION                                   SENSOR_TYPE_STEP_DETECTOR                                   SENSOR_TYPE_STEP_COUNTER                                   SENSOR_TILT_DETECTORS                                  [C-2-17] MAY have a TYPE_PROXIMITY sensor  but if present MUST have a minimum buffer capability of 100 sensor events.                        Note that all power consumption requirements in this section do not include the power consumption of the Application Processor. It is inclusive of the power drawn by the entire sensor chain—the sensor  any supporting circuitry  any dedicated sensor processing system  etc.                 If device implementations include direct sensor support  they:                 [C-3-1] MUST correctly declare support of direct channel types and direct report rates level through the isDirectChannelTypeSupported and getHighestDirectReportRateLevel API.              [C-3-2] MUST support at least one of the two sensor direct channel types for all sensors that declare support for sensor direct channel.                                 TYPE_HARDWARE_BUFFER                                   TYPE_MEMORY_FILE                                  SHOULD support event reporting through sensor direct channel for primary sensor (non-wakeup variant) of the following types:                                 TYPE_ACCELEROMETER                                   TYPE_ACCELEROMETER_UNCALIBRATED                                   TYPE_GYROSCOPE                                   TYPE_GYROSCOPE_UNCALIBRATED                                   TYPE_MAGNETIC_FIELD                                   TYPE_MAGNETIC_FIELD_UNCALIBRATED                                      7.3.9. High Fidelity Sensors If device implementations include a set of higher quality sensors as defined in this section  and make available them to third-party apps  they: [C-1-1] MUST identify the capability through the android.hardware.sensor.hifi_sensors feature flag. If device implementations declare android.hardware.sensor.hifi_sensors  they: [C-2-1] MUST have a TYPE_ACCELEROMETER sensor which: MUST have a measurement range between at least -8g and +8g  and is STRONGLY RECOMMENDED to have a measurement range between at least -16g and +16g. MUST have a measurement resolution of at least 2048 LSB/g. MUST have a minimum measurement frequency of 12.5 Hz or lower. MUST have a maximum measurement frequency of 400 Hz or higher; SHOULD support the SensorDirectChannel RATE_VERY_FAST. MUST have a measurement noise not above 400 μg/√Hz. MUST implement a non-wake-up form of this sensor with a buffering capability of at least 3000 sensor events. MUST have a batching power consumption not worse than 3 mW. [C-SR] Is STRONGLY RECOMMENDED to have 3dB measurement bandwidth of at least 80% of Nyquist frequency  and white noise spectrum within this bandwidth. SHOULD have an acceleration random walk less than 30 μg √Hz tested at room temperature. SHOULD have a bias change vs. temperature of ≤ +/- 1 mg/°C. SHOULD have a best-fit line non-linearity of ≤ 0.5%  and sensitivity change vs. temperature of ≤ 0.03%/C°. SHOULD have cross-axis sensitivity of &lt; 2.5 % and variation of cross-axis sensitivity &lt; 0.2% in device operation temperature range. [C-2-2] MUST have a TYPE_ACCELEROMETER_UNCALIBRATED with the same quality requirements as TYPE_ACCELEROMETER. [C-2-3] MUST have a TYPE_GYROSCOPE sensor which: MUST have a measurement range between at least -1000 and +1000 dps. MUST have a measurement resolution of at least 16 LSB/dps. MUST have a minimum measurement frequency of 12.5 Hz or lower. MUST have a maximum measurement frequency of 400 Hz or higher; SHOULD support the SensorDirectChannel RATE_VERY_FAST. MUST have a measurement noise not above 0.014°/s/√Hz. [C-SR] Is STRONGLY RECOMMENDED to have 3dB measurement bandwidth of at least 80% of Nyquist frequency  and white noise spectrum within this bandwidth. SHOULD have a rate random walk less than 0.001 °/s √Hz tested at room temperature. SHOULD have a bias change vs. temperature of ≤ +/- 0.05 °/ s / °C. SHOULD have a sensitivity change vs. temperature of ≤ 0.02% / °C. SHOULD have a best-fit line non-linearity of ≤ 0.2%. SHOULD have a noise density of ≤ 0.007 °/s/√Hz. SHOULD have calibration error less than 0.002 rad/s in temperature range 10 ~ 40 ℃ when device is stationary. SHOULD have g-sensitivity less than 0.1°/s/g. SHOULD have cross-axis sensitivity of &lt; 4.0 % and cross-axis sensitivity variation &lt; 0.3% in device operation temperature range. [C-2-4] MUST have a TYPE_GYROSCOPE_UNCALIBRATED with the same quality requirements as TYPE_GYROSCOPE. [C-2-5] MUST have a TYPE_GEOMAGNETIC_FIELD sensor which: MUST have a measurement range between at least -900 and +900 μT. MUST have a measurement resolution of at least 5 LSB/uT. MUST have a minimum measurement frequency of 5 Hz or lower. MUST have a maximum measurement frequency of 50 Hz or higher. MUST have a measurement noise not above 0.5 uT. [C-2-6] MUST have a TYPE_MAGNETIC_FIELD_UNCALIBRATED with the same quality requirements as TYPE_GEOMAGNETIC_FIELD and in addition: MUST implement a non-wake-up form of this sensor with a buffering capability of at least 600 sensor events. [C-SR] Is STRONGLY RECOMMENDED to have white noise spectrum from 1 Hz to at least 10 Hz when the report rate is 50 Hz or higher. [C-2-7] MUST have a TYPE_PRESSURE sensor which: MUST have a measurement range between at least 300 and 1100 hPa. MUST have a measurement resolution of at least 80 LSB/hPa. MUST have a minimum measurement frequency of 1 Hz or lower. MUST have a maximum measurement frequency of 10 Hz or higher. MUST have a measurement noise not above 2 Pa/√Hz. MUST implement a non-wake-up form of this sensor with a buffering capability of at least 300 sensor events. MUST have a batching power consumption not worse than 2 mW. [C-2-8] MUST have a TYPE_GAME_ROTATION_VECTOR sensor. [C-2-9] MUST have a TYPE_SIGNIFICANT_MOTION sensor which: MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving. [C-2-10] MUST have a TYPE_STEP_DETECTOR sensor which: MUST implement a non-wake-up form of this sensor with a buffering capability of at least 100 sensor events. MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving. MUST have a batching power consumption not worse than 4 mW. [C-2-11] MUST have a TYPE_STEP_COUNTER sensor which: MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving. [C-2-12] MUST have a TILT_DETECTOR sensor which: MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving. [C-2-13] The event timestamp of the same physical event reported by the Accelerometer  Gyroscope  and Magnetometer MUST be within 2.5 milliseconds of each other. The event timestamp of the same physical event reported by the Accelerometer and Gyroscope SHOULD be within 0.25 milliseconds of each other. [C-2-14] MUST have Gyroscope sensor event timestamps on the same time base as the camera subsystem and within 1 milliseconds of error. [C-2-15] MUST deliver samples to applications within 5 milliseconds from the time when the data is available on any of the above physical sensors to the application. [C-2-16] MUST NOT have a power consumption higher than 0.5 mW when device is static and 2.0 mW when device is moving when any combination of the following sensors are enabled: SENSOR_TYPE_SIGNIFICANT_MOTION SENSOR_TYPE_STEP_DETECTOR SENSOR_TYPE_STEP_COUNTER SENSOR_TILT_DETECTORS [C-2-17] MAY have a TYPE_PROXIMITY sensor  but if present MUST have a minimum buffer capability of 100 sensor events. Note that all power consumption requirements in this section do not include the power consumption of the Application Processor. It is inclusive of the power drawn by the entire sensor chain—the sensor  any supporting circuitry  any dedicated sensor processing system  etc. If device implementations include direct sensor support  they: [C-3-1] MUST correctly declare support of direct channel types and direct report rates level through the isDirectChannelTypeSupported and getHighestDirectReportRateLevel API. [C-3-2] MUST support at least one of the two sensor direct channel types for all sensors that declare support for sensor direct channel. TYPE_HARDWARE_BUFFER TYPE_MEMORY_FILE SHOULD support event reporting through sensor direct channel for primary sensor (non-wakeup variant) of the following types: TYPE_ACCELEROMETER TYPE_ACCELEROMETER_UNCALIBRATED TYPE_GYROSCOPE TYPE_GYROSCOPE_UNCALIBRATED TYPE_MAGNETIC_FIELD TYPE_MAGNETIC_FIELD_UNCALIBRATED <h4 id=",https://developer.android.com ,TYPE_ACCELEROMETER_UNCALIBRATED TILT_DETECTOR SENSOR_TYPE_STEP_DETECTOR SENSOR_TYPE_SIGNIFICANT_MOTION TYPE_HARDWARE_BUFFER TYPE_GYROSCOPE_UNCALIBRATED TYPE_MAGNETIC_FIELD_UNCALIBRATED TYPE_PRESSURE TYPE_GYROSCOPE TYPE_GEOMAGNETIC_FIELD TYPE_STEP_DETECTOR TYPE_MEMORY_FILE SENSOR_TYPE_STEP_COUNTER TYPE_SIGNIFICANT_MOTION SENSOR_TILT_DETECTORS TYPE_STEP_COUNTER TYPE_PROXIMITY TYPE_ACCELEROMETER RATE_VERY_FAST TYPE_MAGNETIC_FIELD TYPE_GAME_ROTATION_VECTOR android.hardware.sensor.hifi_sensors ,Last augmented column
,7.3.9,C-1-1,7.3.9/C-1-1,,,,,,key=[7.3.9/C-1-1]: [C-1-1] MUST identify the capability through the android.hardware.sensor.hifi_sensors feature flag. If device implementations declare android.hardware.sensor.hifi_sensors  they: ,,android.hardware.sensor.hifi_sensors ,Last augmented column
,7.3.9,C-2-1,7.3.9/C-2-1,,,,,,key=[7.3.9/C-2-1]: [C-2-1] MUST have a TYPE_ACCELEROMETER sensor which: MUST have a measurement range between at least -8g and +8g  and is STRONGLY RECOMMENDED to have a measurement range between at least -16g and +16g. MUST have a measurement resolution of at least 2048 LSB/g. MUST have a minimum measurement frequency of 12.5 Hz or lower. MUST have a maximum measurement frequency of 400 Hz or higher; SHOULD support the SensorDirectChannel RATE_VERY_FAST. MUST have a measurement noise not above 400 μg/√Hz. MUST implement a non-wake-up form of this sensor with a buffering capability of at least 3000 sensor events. MUST have a batching power consumption not worse than 3 mW. ,https://developer.android.com ,TYPE_ACCELEROMETER RATE_VERY_FAST ,Last augmented column
,7.3.9,C-2-2,7.3.9/C-2-2,,,,,,key=[7.3.9/C-2-2]: [C-2-2] MUST have a TYPE_ACCELEROMETER_UNCALIBRATED with the same quality requirements as TYPE_ACCELEROMETER. ,,TYPE_ACCELEROMETER TYPE_ACCELEROMETER_UNCALIBRATED ,Last augmented column
,7.3.9,C-2-3,7.3.9/C-2-3,,,,,,key=[7.3.9/C-2-3]: [C-2-3] MUST have a TYPE_GYROSCOPE sensor which: MUST have a measurement range between at least -1000 and +1000 dps. MUST have a measurement resolution of at least 16 LSB/dps. MUST have a minimum measurement frequency of 12.5 Hz or lower. MUST have a maximum measurement frequency of 400 Hz or higher; SHOULD support the SensorDirectChannel RATE_VERY_FAST. MUST have a measurement noise not above 0.014°/s/√Hz. ,https://developer.android.com ,TYPE_GYROSCOPE RATE_VERY_FAST ,Last augmented column
,7.3.9,C-2-4,7.3.9/C-2-4,,,,,,key=[7.3.9/C-2-4]: [C-2-4] MUST have a TYPE_GYROSCOPE_UNCALIBRATED with the same quality requirements as TYPE_GYROSCOPE. ,,TYPE_GYROSCOPE TYPE_GYROSCOPE_UNCALIBRATED ,Last augmented column
,7.3.9,C-2-5,7.3.9/C-2-5,,,,,,key=[7.3.9/C-2-5]: [C-2-5] MUST have a TYPE_GEOMAGNETIC_FIELD sensor which: MUST have a measurement range between at least -900 and +900 μT. MUST have a measurement resolution of at least 5 LSB/uT. MUST have a minimum measurement frequency of 5 Hz or lower. MUST have a maximum measurement frequency of 50 Hz or higher. MUST have a measurement noise not above 0.5 uT. ,,TYPE_GEOMAGNETIC_FIELD ,Last augmented column
,7.3.9,C-2-6,7.3.9/C-2-6,,,,,,key=[7.3.9/C-2-6]: [C-2-6] MUST have a TYPE_MAGNETIC_FIELD_UNCALIBRATED with the same quality requirements as TYPE_GEOMAGNETIC_FIELD and in addition: MUST implement a non-wake-up form of this sensor with a buffering capability of at least 600 sensor events. ,,TYPE_GEOMAGNETIC_FIELD TYPE_MAGNETIC_FIELD_UNCALIBRATED ,Last augmented column
,7.3.9,C-2-7,7.3.9/C-2-7,,,,,,key=[7.3.9/C-2-7]: [C-2-7] MUST have a TYPE_PRESSURE sensor which: MUST have a measurement range between at least 300 and 1100 hPa. MUST have a measurement resolution of at least 80 LSB/hPa. MUST have a minimum measurement frequency of 1 Hz or lower. MUST have a maximum measurement frequency of 10 Hz or higher. MUST have a measurement noise not above 2 Pa/√Hz. MUST implement a non-wake-up form of this sensor with a buffering capability of at least 300 sensor events. MUST have a batching power consumption not worse than 2 mW. ,,TYPE_PRESSURE ,Last augmented column
,7.3.9,C-2-8,7.3.9/C-2-8,,,,,,key=[7.3.9/C-2-8]: [C-2-8] MUST have a TYPE_GAME_ROTATION_VECTOR sensor. ,,TYPE_GAME_ROTATION_VECTOR ,Last augmented column
,7.3.9,C-2-9,7.3.9/C-2-9,,,,,,key=[7.3.9/C-2-9]: [C-2-9] MUST have a TYPE_SIGNIFICANT_MOTION sensor which: MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving. ,,TYPE_SIGNIFICANT_MOTION ,Last augmented column
,7.3.9,C-2-10,7.3.9/C-2-10,,,,,,key=[7.3.9/C-2-10]: [C-2-10] MUST have a TYPE_STEP_DETECTOR sensor which: MUST implement a non-wake-up form of this sensor with a buffering capability of at least 100 sensor events. MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving. MUST have a batching power consumption not worse than 4 mW. ,,TYPE_STEP_DETECTOR ,Last augmented column
,7.3.9,C-2-11,7.3.9/C-2-11,,,,,,key=[7.3.9/C-2-11]: [C-2-11] MUST have a TYPE_STEP_COUNTER sensor which: MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving. ,,TYPE_STEP_COUNTER ,Last augmented column
,7.3.9,C-2-12,7.3.9/C-2-12,,,,,,key=[7.3.9/C-2-12]: [C-2-12] MUST have a TILT_DETECTOR sensor which: MUST have a power consumption not worse than 0.5 mW when device is static and 1.5 mW when device is moving. ,,TILT_DETECTOR ,Last augmented column
,7.3.9,C-2-13,7.3.9/C-2-13,,,,,,key=[7.3.9/C-2-13]: [C-2-13] The event timestamp of the same physical event reported by the Accelerometer  Gyroscope  and Magnetometer MUST be within 2.5 milliseconds of each other. The event timestamp of the same physical event reported by the Accelerometer and Gyroscope SHOULD be within 0.25 milliseconds of each other. ,,,Last augmented column
,7.3.9,C-2-14,7.3.9/C-2-14,,,,,,key=[7.3.9/C-2-14]: [C-2-14] MUST have Gyroscope sensor event timestamps on the same time base as the camera subsystem and within 1 milliseconds of error. ,,,Last augmented column
,7.3.9,C-2-15,7.3.9/C-2-15,,,,,,key=[7.3.9/C-2-15]: [C-2-15] MUST deliver samples to applications within 5 milliseconds from the time when the data is available on any of the above physical sensors to the application. ,,,Last augmented column
,7.3.9,C-2-16,7.3.9/C-2-16,,,,,,key=[7.3.9/C-2-16]: [C-2-16] MUST NOT have a power consumption higher than 0.5 mW when device is static and 2.0 mW when device is moving when any combination of the following sensors are enabled: SENSOR_TYPE_SIGNIFICANT_MOTION SENSOR_TYPE_STEP_DETECTOR SENSOR_TYPE_STEP_COUNTER SENSOR_TILT_DETECTORS ,,SENSOR_TYPE_STEP_COUNTER SENSOR_TILT_DETECTORS SENSOR_TYPE_SIGNIFICANT_MOTION SENSOR_TYPE_STEP_DETECTOR ,Last augmented column
,7.3.9,C-2-17,7.3.9/C-2-17,,,,,,key=[7.3.9/C-2-17]: [C-2-17] MAY have a TYPE_PROXIMITY sensor  but if present MUST have a minimum buffer capability of 100 sensor events. Note that all power consumption requirements in this section do not include the power consumption of the Application Processor. It is inclusive of the power drawn by the entire sensor chain—the sensor  any supporting circuitry  any dedicated sensor processing system  etc. If device implementations include direct sensor support  they: ,,TYPE_PROXIMITY ,Last augmented column
,7.3.9,C-3-1,7.3.9/C-3-1,,,,,,key=[7.3.9/C-3-1]: [C-3-1] MUST correctly declare support of direct channel types and direct report rates level through the isDirectChannelTypeSupported and getHighestDirectReportRateLevel API. ,https://developer.android.com ,,Last augmented column
,7.3.9,C-3-2,7.3.9/C-3-2,,,,,,key=[7.3.9/C-3-2]: [C-3-2] MUST support at least one of the two sensor direct channel types for all sensors that declare support for sensor direct channel. TYPE_HARDWARE_BUFFER TYPE_MEMORY_FILE SHOULD support event reporting through sensor direct channel for primary sensor (non-wakeup variant) of the following types: TYPE_ACCELEROMETER TYPE_ACCELEROMETER_UNCALIBRATED TYPE_GYROSCOPE TYPE_GYROSCOPE_UNCALIBRATED TYPE_MAGNETIC_FIELD TYPE_MAGNETIC_FIELD_UNCALIBRATED <h4 id=,https://developer.android.com ,TYPE_ACCELEROMETER_UNCALIBRATED TYPE_MAGNETIC_FIELD_UNCALIBRATED TYPE_ACCELEROMETER TYPE_HARDWARE_BUFFER TYPE_GYROSCOPE_UNCALIBRATED TYPE_GYROSCOPE TYPE_MAGNETIC_FIELD TYPE_MEMORY_FILE ,Last augmented column
